Param name,Param value,Param stdv,Param p-value,CA,BT,BU,BV,CS,CD,DP,CH,CA*CA,CA*BT,CA*BU,CA*BV,CA*CS,CA*CD,CA*DP,CA*CH,BT*CA,BT*BT,BT*BU,BT*BV,BT*CS,BT*CD,BT*DP,BT*CH,BU*CA,BU*BT,BU*BU,BU*BV,BU*CS,BU*CD,BU*DP,BU*CH,BV*CA,BV*BT,BV*BU,BV*BV,BV*CS,BV*CD,BV*DP,BV*CH,CS*CA,CS*BT,CS*BU,CS*BV,CS*CS,CS*CD,CS*DP,CS*CH,CD*CA,CD*BT,CD*BU,CD*BV,CD*CS,CD*CD,CD*DP,CD*CH,DP*CA,DP*BT,DP*BU,DP*BV,DP*CS,DP*CD,DP*DP,DP*CH,CH*CA,CH*BT,CH*BU,CH*BV,CH*CS,CH*CD,CH*DP,CH*CH
CA,0.1591601731420897,0.022704588,2.3824240067676446e-12,0.00051549834,-1.9891264e-05,-1.5219804e-05,-0.00010626744,-1.1876239e-05,2.6951675e-05,4.343035e-06,4.0118415e-05,-0.0007167886,-0.00010937595,0.000103973434,-0.00059380324,-0.0006735406,-0.000440814,-0.0004923143,-0.0003801199,8.810563e-05,1.5162675e-05,1.4620085e-05,-4.4638914e-06,-1.703235e-07,1.3221506e-05,-2.6214766e-06,8.51498e-06,0.0015551543,1.2415377e-05,2.5884116e-05,1.150124e-05,2.8637844e-05,6.641845e-06,1.9213967e-06,-2.3844748e-05,0.00022028963,5.3723015e-05,8.544075e-05,0.000102431106,2.8175578e-05,8.094686e-05,-2.955707e-05,0.00029028318,-4.7192203e-05,1.0495473e-06,7.518986e-06,3.940276e-06,1.08172935e-05,2.1080274e-05,-5.6215576e-06,5.2795265e-05,0.0010951596,-1.493667e-06,-4.0879437e-05,8.846993e-05,0.00024338244,-1.3920502e-05,-1.8797731e-05,0.00026372683,-0.00058404304,4.3965875e-07,-1.18676035e-05,-4.0328345e-05,-3.81812e-05,-1.1203094e-06,6.5135505e-06,4.6843343e-05,-3.2631644e-05,-1.9491752e-05,-1.2033761e-05,1.5918653e-05,-0.00019100908,2.585619e-05,-6.973337e-05,4.4074066e-05
BT,0.8241009947157278,0.038178958,2.4733883377860425e-103,-1.9891264e-05,0.0014576329,0.00066211325,0.0003750345,8.252203e-05,0.00010835851,7.0999804e-06,8.557209e-05,0.0006851308,2.795465e-05,0.0014174781,-0.00020230474,-7.06776e-05,9.400197e-06,0.00015412008,1.6469116e-05,-0.001536339,-0.0010406189,-0.001519228,-0.00058119046,-4.9219227e-05,-0.0010283273,0.00033485514,-0.0009496813,0.00060314196,-0.00033542098,-0.0009253463,-0.00037676326,-0.0005436618,-0.0005140318,-0.00015564337,-2.4349356e-05,2.2053446e-05,0.00011653637,-7.326237e-05,-0.00036310568,-0.000110274654,-0.00023977493,-0.00033559377,-0.0006746436,0.00013301284,2.5049028e-05,-1.0742146e-05,-9.6239055e-06,-0.00019051296,-0.00014543114,-9.484006e-05,-0.00014247127,0.00065019785,-0.00010761085,-0.00018310723,7.142888e-05,0.00010251366,-0.00011096313,0.00018618169,-0.0015986311,-2.3891045e-05,0.00016218273,-8.188474e-05,3.4093464e-05,-1.6074267e-05,6.317178e-05,3.7122766e-06,-0.00012996279,-0.00010824716,-1.552883e-05,4.4889617e-05,0.0001781862,0.00019554365,-0.0003830641,-3.874026e-05,-0.00054931146
BU,0.6910904541785367,0.03631076,9.148216622207166e-81,-1.5219804e-05,0.00066211325,0.0013184713,0.00040679876,0.000107944594,-0.00028253344,5.932419e-06,-0.0007034234,0.0009965209,2.328326e-05,0.0010467673,-0.00029616687,-0.00013280814,-2.3845747e-05,0.00014108208,5.3752347e-06,0.00015442928,-0.0004913726,-0.0002296016,-5.462949e-05,-3.405495e-06,-0.00059112895,-0.00011009088,-0.00020108504,-0.022076555,-0.0006852787,-0.0017548265,-0.00087925786,-0.0010099473,-0.0009807771,-0.00020930919,-0.0005884198,3.884911e-05,-8.557654e-05,-7.250797e-05,-0.0003829221,-0.00018936169,-0.00046534906,-0.00032266352,-0.0010709125,0.0001969426,-3.251687e-05,-2.4145069e-05,-4.4649132e-05,-0.00021287042,-0.00034044968,-5.3075488e-05,-0.00045621392,0.0024918586,-0.00019691666,-0.0005080828,-0.00077962544,-0.00040733602,0.0006701812,0.0005109116,-0.0008472581,-3.8908947e-05,1.5769641e-05,-0.00015050976,4.018594e-05,-3.680069e-05,6.495726e-05,3.160856e-05,-0.00010563605,-0.00047766528,0.00013760821,0.0002006513,-0.0007814617,-6.2595995e-05,-2.054077e-05,2.856915e-05,0.0051503526
BV,0.7955149015928745,0.04060917,1.8990313256764355e-85,-0.00010626744,0.0003750345,0.00040679876,0.0016491046,0.00014259636,0.00018594803,4.0930852e-05,0.00061049114,0.0029286367,2.6753749e-05,0.0017321372,-0.00078049785,-0.0003110779,0.00016483571,0.0004321233,0.00014683523,0.000104909835,-0.00028886442,-0.00019074045,-5.284561e-06,1.624731e-05,-0.00022701909,1.8304725e-05,-8.950938e-05,0.0011290398,-0.00018195662,-0.0005649321,-5.5620603e-05,-0.00032888626,-0.00026887524,-0.00013502938,-0.0003617724,0.00022602874,-0.0010731744,-0.0009985705,-0.001723969,-0.0002886408,-0.0014668365,-0.00039657133,-0.0038094504,0.00023893143,-4.6661422e-05,-6.0872924e-05,1.3771336e-05,-0.00033716057,-0.00020791094,-8.9275614e-05,-0.00023508524,0.00026265884,-5.080327e-07,-2.7739101e-05,-0.00057424203,-0.00023110966,-0.00029592155,8.4357824e-05,-0.0005370405,0.00044954033,-4.3060477e-06,-9.832933e-05,4.241774e-05,4.7038746e-05,-2.4504718e-05,-4.9635797e-05,-0.00014880141,-0.00039795166,-4.4385062e-05,-3.390385e-05,0.00028011497,0.00028029614,-0.00072100287,6.211613e-05,-0.004158379
CS,0.4780659717670775,0.020403085,2.062209237992532e-121,-1.1876239e-05,8.252203e-05,0.000107944594,0.00014259636,0.00041628585,7.559326e-05,3.2621447e-05,0.00019302969,0.00019978925,4.1814164e-07,-5.318586e-05,-5.3805215e-05,-3.5490084e-05,1.2558846e-05,5.6619454e-05,1.913129e-05,2.4787105e-05,-5.8729314e-05,-2.6098865e-05,-2.1248409e-06,-3.1446223e-05,-6.2709776e-05,-1.8383847e-05,-3.9506678e-05,0.0017338655,-4.3800606e-05,-0.000106321786,-4.857992e-05,-4.1628173e-05,-9.677866e-05,-8.598814e-05,-0.00016391065,-2.458926e-05,-5.9703216e-05,-8.0171834e-05,-0.00012322688,-9.799887e-05,-0.0001141893,-0.0001231808,-0.00018090049,0.0005077178,-0.00019976022,-0.0002172022,-0.0002087089,-0.00081418507,-0.0008793972,-0.0006320385,-0.0008223049,-0.00017622935,3.4536075e-07,-1.1038035e-05,3.7854064e-05,-0.0004392628,-0.0001225062,-1.0769852e-05,-0.00016954482,-0.00015326549,-1.1459507e-05,-6.215183e-05,-2.99636e-05,-8.199448e-05,-6.998727e-06,-2.0016956e-05,-0.00012887167,5.0734277e-05,-1.9530973e-05,-2.878104e-05,0.00010981253,-0.00034670226,-0.00025754265,-8.533098e-06,-0.00093096716
CD,0.7310206144281806,0.06566639,8.731274133773753e-29,2.6951675e-05,0.00010835851,-0.00028253344,0.00018594803,7.559326e-05,0.0043120747,1.2902441e-05,0.003862201,5.9854974e-05,-1.266807e-05,-0.00049654354,-0.000107166255,-5.6982866e-05,-3.58838e-05,0.0003429075,-3.6297308e-05,0.00010554448,-8.415664e-05,-0.00015091062,3.220993e-05,4.2223604e-05,0.0002940489,-7.578611e-05,0.0001467797,-0.0001668762,0.00017395211,0.0004888814,0.00019270359,0.00040294556,0.00066560943,7.073972e-05,-0.0020344537,-0.00016691347,-3.7904658e-05,5.867151e-05,-0.00019603483,-0.00011334024,0.00042487335,-0.00066618633,0.0012276963,-2.933845e-05,-1.037146e-05,-1.5913367e-05,-2.8209954e-05,-0.00019513116,0.0010407382,-0.00012390921,0.0006603582,-3.8095786e-05,0.00017208306,0.00055533816,0.0047507663,0.0029923704,-0.0074014086,-0.0005789363,-0.028558165,-0.00024743547,-5.093029e-05,-0.0001245772,-1.8228662e-05,-5.2806412e-05,0.00041309238,5.0982846e-05,-0.0005650818,0.0011613749,-0.00021825462,1.060887e-05,0.003900146,0.0014736733,-0.0062282304,-0.00016306847,-0.025522128
DP,0.3373084213061456,0.022905743,4.393670187456556e-49,4.343035e-06,7.0999804e-06,5.932419e-06,4.0930852e-05,3.2621447e-05,1.2902441e-05,0.0005246731,-0.00011801428,-3.4744637e-05,6.4372803e-06,-4.4466633e-05,-1.2520151e-05,1.0200701e-05,4.2922898e-06,0.00037116397,-1.0721556e-05,-3.420777e-05,-1.983048e-06,-1.6654487e-05,-1.1544535e-06,-1.4979272e-06,2.1883504e-06,-2.6048237e-05,2.1859837e-06,-1.839944e-05,1.6569358e-06,-5.3283584e-06,2.0885178e-05,7.285237e-06,1.067177e-05,-2.2816512e-05,0.00012362852,-3.660454e-05,-9.236268e-06,-1.4761864e-05,-8.828238e-06,-5.2375966e-05,-5.2221574e-05,-9.691159e-06,-0.00015987415,2.6534449e-06,-2.9284627e-06,-2.7330865e-05,-1.7534116e-05,-3.124379e-05,-1.813849e-05,0.0003525967,-0.00013622343,0.00060739694,-1.6295582e-05,-6.807637e-05,-6.26668e-05,-4.2802174e-05,2.1262696e-05,0.00021592696,-0.0004378761,-0.00014217867,-0.00023986497,-0.00049784407,-0.00036695154,-0.00071337266,-0.00044644854,-0.00033946018,-0.0015810387,-6.0258557e-05,1.6527203e-05,3.0802126e-05,-7.0392844e-06,-4.0768384e-05,0.000111850735,0.00026172816,0.0004579428
CH,0.7150341118456727,0.10087621,1.3583498239800446e-12,4.0118415e-05,8.557209e-05,-0.0007034234,0.00061049114,0.00019302969,0.003862201,-0.00011801428,0.0101760095,-0.0005382578,-3.984238e-05,-0.0020263912,-1.6322687e-05,-6.584152e-05,0.0003891527,0.0012085391,0.00026120598,-2.68103e-06,-5.5384575e-05,-0.00020084818,-4.09154e-05,3.4509245e-05,0.00021695181,-0.00012647653,-0.00028376537,-7.007849e-05,0.00046193117,0.00127216,0.00036696834,0.0009993889,0.00017118413,0.000418266,-0.0059203682,-0.00017024044,-0.00027766373,-0.000102971455,-0.0006760585,-0.00034189894,0.00087490026,-0.0014104,0.002334557,-9.873497e-06,-5.1846928e-05,-0.00011506097,-9.853623e-05,-0.0004543878,0.0009945907,-0.00034504564,0.0014124371,-0.028600706,0.0013596133,0.002690906,0.0067145447,0.003747664,-0.0077447663,-0.0030145464,-0.0011625915,-0.00055435876,-2.3227058e-06,-0.00030888888,0.000118982534,3.5662222e-05,-1.3390247e-05,0.00036596035,-0.0008853718,0.0039943913,-0.0010351957,-0.0005664282,0.009118642,0.005440944,-0.0076728715,-1.1542579e-05,-0.0692156
CA*CA,-1.7843835471326712,0.28910825,6.742050942683414e-10,-0.0007167886,0.0006851308,0.0009965209,0.0029286367,0.00019978925,5.9854974e-05,-3.4744637e-05,-0.0005382578,0.083583586,0.00070658163,0.0456655,-0.013526762,-0.014301158,0.0014689593,0.013557854,-0.0018843089,-0.0010531852,-0.0005420438,-9.958641e-05,-5.5694443e-05,-0.00010278946,-0.00046734305,4.0562038e-05,-3.8267775e-05,-0.0052396837,-0.00040878827,-0.0013696403,-0.00029168115,-0.0010225012,-0.00053847424,-0.00027210347,0.00036356563,-0.007454805,-0.0017901863,-0.0020672355,-0.0028404724,0.0002612485,-0.0021151826,0.00020075218,-0.0078154085,0.0005977149,-3.3404576e-05,-0.00012448935,0.00010657737,-0.00039575194,-0.0005477343,0.00020059008,-0.0005551131,-0.001010037,-0.00027911417,-0.0003508874,-0.0028052817,-0.0016086627,0.00020930277,3.766438e-05,-0.00417168,0.008235604,7.261077e-05,0.00026122676,0.00055246346,0.0007042899,3.209491e-05,-7.764273e-05,-0.0021574886,0.004843349,0.0001488483,3.2553584e-05,-0.00053643406,-3.8245227e-05,-0.00074586796,0.000138248,0.003805128
CA*BT,-0.09180948300173779,0.03508389,0.008874380715387901,-0.00010937595,2.795465e-05,2.328326e-05,2.6753749e-05,4.1814164e-07,-1.266807e-05,6.4372803e-06,-3.984238e-05,0.00070658163,0.0012308793,0.0006549547,-2.1811142e-05,-9.956139e-05,0.00010506284,2.9361745e-05,0.0001238626,0.0006894711,-1.926563e-05,-5.510746e-05,-4.0181567e-06,4.1246756e-05,-2.0277676e-05,1.6473421e-05,-7.1429504e-06,-0.0004231391,-5.601704e-06,-3.3545788e-05,-6.8347954e-06,-1.7339291e-05,-1.7432789e-05,-7.4021164e-06,3.4681343e-06,-5.546703e-05,-0.00013024618,-3.1538325e-06,-1.7012784e-05,-3.85658e-05,-7.649341e-06,-2.908759e-05,-5.837413e-05,4.5387686e-05,-1.4129065e-05,-2.488351e-07,-1.05495565e-05,1.328464e-05,-7.419675e-06,-6.3535367e-06,9.349191e-06,-0.00030040357,2.1237005e-05,-1.2205602e-05,-5.0094626e-05,-9.137484e-05,2.32825e-05,2.0597163e-05,-9.784294e-05,2.0875856e-05,5.23967e-05,-1.839354e-05,1.4470731e-05,-1.7463022e-05,-2.1728242e-06,4.619156e-06,-0.00011880794,-3.6902147e-05,-1.2281464e-05,1.5672167e-05,-1.7473303e-05,2.8894992e-06,1.1344018e-05,2.6223299e-05,0.00020555496
