Param name,Param value,Param stdv,Param p-value,CA,BT,BU,BV,CS,CD,DP,CH,CA*CA,CA*BT,CA*BU,CA*BV,CA*CS,CA*CD,CA*DP,CA*CH,BT*CA,BT*BT,BT*BU,BT*BV,BT*CS,BT*CD,BT*DP,BT*CH,BU*CA,BU*BT,BU*BU,BU*BV,BU*CS,BU*CD,BU*DP,BU*CH,BV*CA,BV*BT,BV*BU,BV*BV,BV*CS,BV*CD,BV*DP,BV*CH,CS*CA,CS*BT,CS*BU,CS*BV,CS*CS,CS*CD,CS*DP,CS*CH,CD*CA,CD*BT,CD*BU,CD*BV,CD*CS,CD*CD,CD*DP,CD*CH,DP*CA,DP*BT,DP*BU,DP*BV,DP*CS,DP*CD,DP*DP,DP*CH,CH*CA,CH*BT,CH*BU,CH*BV,CH*CS,CH*CD,CH*DP,CH*CH
CA*CS,0.20810457668727989,0.095929235,0.030055734197493352,-0.0006350147,-3.1821673e-05,-8.88138e-05,-0.0002354123,-2.7419133e-05,-9.83399e-06,4.4963144e-07,-4.055336e-05,-0.011884028,-5.3937933e-05,-0.011790389,0.0025678747,0.009202418,0.00022765614,-0.01014021,0.0003916351,6.290672e-05,2.6543807e-05,-2.3500463e-05,1.2623154e-05,-8.058355e-06,2.9677767e-05,1.3086685e-05,-1.3750598e-05,0.0002883011,2.943858e-05,0.000108965156,5.78398e-05,-0.00011701485,6.5621905e-05,8.467658e-05,1.0845443e-05,0.00052789086,0.00013591784,0.00018605168,0.00029424866,-0.0006805383,0.00035984308,0.00027598237,0.0006286527,-0.0016316931,3.9909915e-05,8.322777e-05,9.5192736e-05,-0.00023039989,4.3884425e-05,0.00039374948,4.4723693e-05,-0.00037985953,3.1631807e-05,1.1680888e-05,7.0142705e-05,0.0005299396,-5.074368e-05,-1.0838827e-06,-0.0002432412,0.0011263734,3.6985693e-05,3.535718e-05,0.00016312006,0.00018351,-2.7743334e-05,-1.0318611e-05,-0.000599202,9.289936e-05,1.1168126e-05,1.19673405e-05,3.69275e-05,0.0003924314,2.0722327e-05,6.67826e-05,-7.707049e-05
CA*CD,-0.09874446975028658,0.04580624,0.031107170584578448,-0.0002510458,-1.4406816e-06,-5.9115423e-06,4.6084846e-05,1.0677271e-06,-4.1287327e-05,3.2775745e-06,4.6314875e-05,0.00036217095,5.5110046e-05,0.00036610023,0.0001485856,0.00022765614,0.0020982116,7.351561e-05,-0.00022580405,-2.9285613e-05,1.7217518e-06,7.1889e-06,1.9373542e-06,-1.2991139e-06,-4.344792e-06,-1.6538775e-06,-4.9993982e-06,-0.00013109861,7.256005e-06,1.1842112e-05,1.3905032e-05,1.0385026e-05,-2.737083e-05,1.1643292e-05,-6.197336e-05,-4.2147294e-06,-2.1685662e-05,-1.8500281e-05,-3.6059264e-05,-1.8737815e-05,-0.00034178564,-1.8794157e-05,-0.0001792378,0.0001396402,1.6780832e-06,8.9192e-07,-2.8659908e-06,6.2804597e-06,4.7945414e-06,-2.7906944e-07,-9.719155e-06,0.00077646034,-1.172906e-05,-4.3837845e-05,0.000109650384,-1.698568e-05,0.00010735049,-8.1228745e-06,0.0009799777,7.699134e-05,-4.2057995e-06,-4.4250355e-05,2.663657e-05,-3.4823463e-06,8.9844325e-05,1.0760252e-06,-5.0721086e-05,-9.271806e-05,-9.791945e-06,-1.9659063e-05,-8.465507e-05,1.8706083e-05,0.00012590569,-2.6160678e-06,-0.00022306334
CA*DP,-1.1989332824801975,0.51788086,0.02060880071990514,-0.00027659992,0.00016058287,0.00016520698,0.00050411007,0.00016062742,0.00027293453,0.0007897097,0.0007221561,0.020408863,-0.00048998697,0.026647609,-0.0077881305,-0.01014021,7.351561e-05,0.2682006,-0.0034135592,0.00036092603,-0.00011837225,-8.14858e-05,-2.471388e-05,-5.2929092e-05,-8.3477506e-05,-9.4267625e-06,0.00014798327,0.0009367525,-2.022217e-06,-5.063799e-06,-0.00039157705,-0.0009836215,-6.324471e-05,0.00079372677,-0.0005936378,0.00029131788,-0.00044793755,-0.0003678785,-1.993062e-05,-0.0008175419,-0.00043717702,0.0014688836,-0.0010778011,0.007500078,-0.00017459731,-0.00077265024,0.0002858644,-0.000175223,0.00010569652,0.005117364,0.0013377962,-0.0029098112,3.9607407e-05,-0.00029586957,0.000118448916,0.0008657244,-0.00049313094,0.00085904746,1.8498149e-05,0.0197114,-0.0012250773,-0.004407106,0.0036245377,0.006109043,0.00037674094,-0.0015881903,0.0141073065,-5.740911e-05,-6.3084735e-05,-1.136036e-05,0.0006627724,0.00093382073,-0.0009971573,-0.00037006257,-0.0061208634
CA*CH,-0.07352523558709229,0.09889788,0.4572116974522017,-0.00043256916,6.6904406e-08,8.410201e-06,5.370254e-05,4.63455e-06,-4.8119353e-05,4.572349e-07,-2.358458e-05,-0.0023729678,0.00012977901,0.0013061635,0.0001811515,0.0003916351,-0.00022580405,-0.0034135592,0.009780791,-8.0369406e-05,1.8022437e-06,6.3501407e-06,1.0760407e-05,-2.7132069e-06,-6.7161986e-06,-2.52639e-07,-5.5191784e-05,-0.0004803246,9.02648e-06,3.5146993e-06,7.004648e-05,2.6647574e-06,-1.2270915e-05,7.3543015e-05,-0.0003236514,0.00013301263,-2.2269856e-05,5.6543786e-06,3.0652664e-06,-9.29039e-05,-0.00013127824,9.8527606e-05,-0.0009682206,-0.00035828885,4.0288596e-06,2.2871072e-05,-1.55184e-05,5.029966e-05,-1.0761161e-06,-6.133162e-05,-0.00035377213,0.0005867578,-1.6890628e-05,-7.963684e-05,0.0001366651,0.00017583938,7.143618e-05,-4.4911394e-05,0.0006846042,-0.00085310376,-3.4274504e-05,1.3859707e-05,-7.788737e-05,-0.00018152081,-9.447288e-06,-3.415147e-06,0.0005210333,0.0014127074,-4.068016e-06,-5.819784e-05,5.53992e-05,9.794475e-05,8.5562615e-06,-0.00013939774,0.00034314583
BT*CA,0.04476021047328815,0.6684384,0.9466116690339613,3.3486253e-05,-0.0013427413,0.00022494089,0.00011268584,2.3633158e-05,1.9302224e-05,-2.6912712e-05,2.522627e-05,-0.00035316957,0.0003206548,-0.0004799585,2.9530112e-05,6.290672e-05,-2.9285613e-05,0.00036092603,-8.0369406e-05,0.44680983,-0.0002179747,0.0037425547,-0.0010435537,-0.0035225227,0.00035457412,-0.0002340395,0.001530593,0.004309516,-0.00037632376,-0.0003489246,-7.103327e-05,-0.0003700523,-9.504656e-05,-7.873004e-05,0.00042061854,0.0002242735,0.00047065862,-4.598954e-05,-0.00018441232,0.0006874704,-0.00012579832,0.00016643597,-0.00067556987,0.00096857647,0.00025913425,-3.3291864e-05,0.000110060646,-0.00011661584,-2.6375197e-05,4.7341688e-05,-0.000276337,4.060693e-05,-1.7281545e-07,-5.3048818e-05,-5.6362238e-05,9.901652e-05,-5.8589005e-05,4.6539644e-05,4.5598175e-05,0.00033019143,-0.00012706655,7.676447e-05,3.500839e-05,0.0002660767,-2.4331064e-05,-3.3537246e-05,0.00010528559,0.00012496935,3.7884747e-05,-1.3679696e-05,-0.00013465685,0.0001657176,-7.7946184e-05,-3.0886602e-06,-7.465571e-05
BT*BT,-0.5463272951022833,0.030432746,4.633006337174778e-72,1.6281681e-05,-0.0009434618,-0.00055376295,-0.0002670015,-5.2813968e-05,-2.8827468e-05,4.6844134e-06,-5.780811e-05,-0.00040543306,-1.8353e-05,-0.00063829677,0.00012331484,2.6543807e-05,1.7217518e-06,-0.00011837225,1.8022437e-06,-0.0002179747,0.000926152,0.00075892865,0.00021560243,-0.00030775653,0.0005103759,-0.00058381713,-0.00025867138,-0.0006285225,0.0004001854,0.0007251444,0.00030151082,0.0005223837,0.00032506353,0.00018117335,-0.00023526985,-1.5166713e-05,4.2382588e-05,-6.1602495e-06,0.0002605295,9.134806e-05,0.0002099712,0.00025518276,0.0004972047,-6.227568e-05,3.3011678e-05,-6.93456e-07,2.4763674e-06,0.0001300391,7.281691e-05,7.202836e-05,8.487359e-05,-3.409562e-05,6.898986e-05,7.324271e-05,5.7296336e-05,-2.6889682e-06,2.1859016e-05,-4.377309e-05,0.00031774738,2.0589168e-05,-4.947276e-05,4.37675e-05,-2.4390001e-05,9.046355e-06,-2.3040138e-05,-1.3160449e-05,1.8469244e-05,-1.634255e-05,1.8722052e-05,-8.523383e-06,-6.5377435e-06,-5.437442e-05,0.00012153129,2.1921504e-05,0.0002931772
BT*BU,-0.40601673283689077,0.0937428,1.4831395117866328e-05,5.0791277e-06,-0.0015197378,-9.063512e-05,-0.00012193408,-1.1966215e-05,-5.1612806e-05,-1.9619398e-05,-7.992179e-05,-3.555445e-05,-5.379455e-05,-0.0007983465,2.6587244e-05,-2.3500463e-05,7.1889e-06,-8.14858e-05,6.3501407e-06,0.0037425547,0.00075892865,0.008787713,0.00049492717,0.00013407167,-0.00042814444,-0.0017268982,-0.0032589138,-0.001217539,0.0014063029,0.0003051181,-0.00016129902,-0.00031587525,-0.000395871,-0.00012344966,0.0007520928,6.8994246e-05,-0.00023504326,0.00016225921,7.933714e-05,-4.3428252e-05,-2.1102938e-05,-5.917823e-06,0.00024563243,4.3374082e-05,4.403522e-05,7.9305726e-05,-4.0782175e-05,-4.474873e-05,-0.00010177258,-1.1147499e-05,0.00023084324,1.4731783e-05,-3.1164553e-05,9.1842514e-05,-0.00012349969,-5.3482254e-05,4.9277623e-05,-4.1496387e-05,0.0006205339,-7.196606e-05,-0.00013533139,0.0001001356,3.5056944e-06,5.1844413e-06,-1.1735229e-05,8.293295e-06,3.5897567e-05,-5.939544e-05,7.362457e-05,3.947175e-05,-0.00023237945,-0.00017504006,0.00012352901,-4.8262194e-05,0.0009585672
BT*BV,-0.09552549186269382,0.054973032,0.08226736527692348,-1.5599268e-06,-0.00048690382,-5.3480868e-05,-3.4803086e-06,-1.379545e-06,1.20691375e-05,-5.7979403e-08,-1.3703261e-05,-1.6229338e-05,-2.7617025e-06,0.000245415,4.348555e-06,1.2623154e-05,1.9373542e-06,-2.471388e-05,1.0760407e-05,-0.0010435537,0.00021560243,0.00049492717,0.0030220342,8.3126115e-06,0.00028619266,-0.00022994008,0.0004093924,0.0002836808,3.324769e-05,2.9845332e-05,0.00018661452,2.7615564e-05,6.82292e-05,6.2159044e-05,-0.00022317312,-1.2677342e-05,0.0003193837,1.5179535e-05,2.0595464e-05,3.3298807e-07,-2.7186226e-05,9.718464e-05,-9.758295e-05,1.0669471e-05,-2.4324113e-06,-3.7208051e-06,2.1851318e-05,-1.7110918e-06,6.3463262e-06,2.2175966e-05,-8.086419e-05,2.2924029e-05,-2.8294419e-06,1.2154728e-05,2.2185865e-05,1.5215589e-05,-3.001323e-05,7.662647e-06,-0.00015326681,3.334118e-05,-1.2592021e-05,2.5444635e-06,4.0836954e-07,8.9446263e-07,-2.0038719e-07,-3.9181023e-06,7.2923076e-06,-4.5435416e-05,1.7244138e-06,1.1753422e-05,3.699185e-05,-3.2166379e-06,1.6928284e-06,1.614335e-05,1.3714754e-06
BT*CS,-0.06503684378090313,0.09146609,0.47705406959986574,1.4234923e-06,-5.811084e-05,1.2507602e-06,6.4045735e-06,-2.002935e-05,1.3458511e-05,-9.901268e-08,1.6201055e-05,-6.516669e-05,2.172007e-05,0.00035068532,2.5962316e-05,-8.058355e-06,-1.2991139e-06,-5.2929092e-05,-2.7132069e-06,-0.0035225227,-0.00030775653,0.00013407167,8.3126115e-06,0.008366046,0.0001333458,-0.00035467246,8.619958e-05,0.00020429457,8.9968475e-05,-0.00014363797,-7.2818793e-06,0.000812221,2.1250607e-05,3.3634155e-05,9.4819974e-05,-2.0679397e-05,-1.1936496e-06,-1.658192e-05,-2.76987e-05,0.00026738705,7.741861e-06,-9.66461e-06,-0.00012586781,-0.00010719741,0.00013193101,3.075547e-05,1.9801966e-05,0.00016048181,2.265243e-05,3.2309217e-05,-0.00011008568,-4.3671295e-07,-4.3626974e-06,8.583819e-07,2.495125e-07,8.064639e-05,-3.436007e-05,-5.8882665e-07,-3.8110393e-05,9.189622e-05,2.5419078e-05,8.183694e-06,-5.6971376e-06,7.35798e-05,-5.9007757e-06,-1.0304753e-05,-2.4297125e-05,1.7773793e-05,1.7581928e-05,-8.547374e-06,-2.9670533e-05,0.0001605813,-1.9086656e-05,-1.0054964e-05,-0.00013382973
BT*CD,-0.5022239119004674,0.05873082,1.2172661389517965e-17,1.4402445e-05,-0.0008446106,-0.0006331671,-0.00021564554,-5.3387823e-05,7.672591e-05,8.445496e-06,3.1448228e-05,-0.00034681903,-1.4662916e-05,-0.00064942875,0.00010088501,2.9677767e-05,-4.344792e-06,-8.3477506e-05,-6.7161986e-06,0.00035457412,0.0005103759,-0.00042814444,0.00028619266,0.0001333458,0.0034493092,0.00020333711,0.0005760279,-0.00057394785,0.00020747325,0.0005415826,0.00050798536,0.0005374756,0.0017969076,5.6558e-05,-0.00015847781,-2.2404398e-05,-0.00023584453,-8.144618e-05,0.00020761389,8.520693e-05,0.00056142226,0.00018024651,0.0003736939,-2.4430467e-05,-4.0738745e-05,1.551823e-05,1.6639287e-05,7.7648925e-05,0.00058555277,3.428822e-05,1.3417569e-05,0.00016860769,0.00029558266,1.8060196e-05,0.00010579732,2.045001e-05,-7.078893e-05,4.453315e-05,0.00015738473,2.1966429e-05,-0.000118834025,3.751213e-05,-2.6619915e-05,5.145998e-06,-2.8619523e-05,-1.4482335e-05,5.068642e-06,5.773405e-06,2.3607408e-05,-3.7208414e-05,7.712625e-05,-5.5327837e-06,0.00044924833,-6.002447e-07,-0.0004968735
