Treatments,Time,BT,BV,CD,CH,BU,CS,CA,DP
BT-BV-CH-BU-CS,0,0.002,0.002,0.0,0.002,0.002,0.002,0.0,0.0
BT-BV-CH-BU-CS,24,,,,,,,,
BT-BV-CH-BU-DP,0,0.002,0.002,0.0,0.002,0.002,0.0,0.0,0.002
BT-BV-CH-BU-DP,24,,,,,,,,
BT-BV-CH-BU,0,0.0025,0.0025,0.0,0.0025,0.0025,0.0,0.0,0.0
BT-BV-CH-BU,24,,,,,,,,
BT-BV-CH-CS-CA-DP,0,0.0016666666666666666,0.0016666666666666666,0.0,0.0016666666666666666,0.0,0.0016666666666666666,0.0016666666666666666,0.0016666666666666666
BT-BV-CH-CS-CA-DP,24,,,,,,,,
BT-BV-CH-CA-DP,0,0.002,0.002,0.0,0.002,0.0,0.0,0.002,0.002
BT-BV-CH-CA-DP,24,,,,,,,,
BT-BV-CH-DP,0,0.0025,0.0025,0.0,0.0025,0.0,0.0,0.0,0.0025
BT-BV-CH-DP,24,,,,,,,,
BT-BV-BU-CS-CA,0,0.002,0.002,0.0,0.0,0.002,0.002,0.002,0.0
BT-BV-BU-CS-CA,24,,,,,,,,
BT-BV-CS-CA,0,0.0025,0.0025,0.0,0.0,0.0,0.0025,0.0025,0.0
BT-BV-CS-CA,24,,,,,,,,
BT-CH-BU-CA-DP,0,0.002,0.0,0.0,0.002,0.002,0.0,0.002,0.002
BT-CH-BU-CA-DP,24,,,,,,,,
BT-CH-BU-CA,0,0.0025,0.0,0.0,0.0025,0.0025,0.0,0.0025,0.0
BT-CH-BU-CA,24,,,,,,,,
BT-CH-CS-CA,0,0.0025,0.0,0.0,0.0025,0.0,0.0025,0.0025,0.0
BT-CH-CS-CA,24,,,,,,,,
BT-BU-DP,0,0.003333333333333333,0.0,0.0,0.0,0.003333333333333333,0.0,0.0,0.003333333333333333
BT-BU-DP,24,,,,,,,,
BT-CS-CA,0,0.003333333333333333,0.0,0.0,0.0,0.0,0.003333333333333333,0.003333333333333333,0.0
BT-CS-CA,24,,,,,,,,
BV-CD-CH-BU-CS,0,0.0,0.002,0.002,0.002,0.002,0.002,0.0,0.0
BV-CD-CH-BU-CS,24,,,,,,,,
BV-CD-CH-BU-CA-DP,0,0.0,0.0016666666666666666,0.0016666666666666666,0.0016666666666666666,0.0016666666666666666,0.0,0.0016666666666666666,0.0016666666666666666
BV-CD-CH-BU-CA-DP,24,,,,,,,,
BV-CD-CH-CS-CA-DP,0,0.0,0.0016666666666666666,0.0016666666666666666,0.0016666666666666666,0.0,0.0016666666666666666,0.0016666666666666666,0.0016666666666666666
BV-CD-CH-CS-CA-DP,24,,,,,,,,
BV-CD-CH-CS,0,0.0,0.0025,0.0025,0.0025,0.0,0.0025,0.0,0.0
BV-CD-CH-CS,24,,,,,,,,
BV-CD-CH-CA-DP,0,0.0,0.002,0.002,0.002,0.0,0.0,0.002,0.002
BV-CD-CH-CA-DP,24,,,,,,,,
BV-CD-BU-CS-CA,0,0.0,0.002,0.002,0.0,0.002,0.002,0.002,0.0
BV-CD-BU-CS-CA,24,,,,,,,,
BV-CH-DP,0,0.0,0.003333333333333333,0.0,0.003333333333333333,0.0,0.0,0.0,0.003333333333333333
BV-CH-DP,24,,,,,,,,
BV-CH,0,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0
BV-CH,24,,,,,,,,
BV-BU,0,0.0,0.005,0.0,0.0,0.005,0.0,0.0,0.0
BV-BU,24,,,,,,,,
BV-CS,0,0.0,0.005,0.0,0.0,0.0,0.005,0.0,0.0
BV-CS,24,,,,,,,,
BV-DP,0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.005
BV-DP,24,,,,,,,,
CD-CH-BU-CA-DP,0,0.0,0.0,0.002,0.002,0.002,0.0,0.002,0.002
CD-CH-BU-CA-DP,24,,,,,,,,
CD-CH-BU-DP,0,0.0,0.0,0.0025,0.0025,0.0025,0.0,0.0,0.0025
CD-CH-BU-DP,24,,,,,,,,
CD-CH-CS,0,0.0,0.0,0.003333333333333333,0.003333333333333333,0.0,0.003333333333333333,0.0,0.0
CD-CH-CS,24,,,,,,,,
CD-BU-CS-CA,0,0.0,0.0,0.0025,0.0,0.0025,0.0025,0.0025,0.0
CD-BU-CS-CA,24,,,,,,,,
CH-BU-CS-CA-DP,0,0.0,0.0,0.0,0.002,0.002,0.002,0.002,0.002
CH-BU-CS-CA-DP,24,,,,,,,,
CH-BU-CS,0,0.0,0.0,0.0,0.003333333333333333,0.003333333333333333,0.003333333333333333,0.0,0.0
CH-BU-CS,24,,,,,,,,
CH-BU-CA,0,0.0,0.0,0.0,0.003333333333333333,0.003333333333333333,0.0,0.003333333333333333,0.0
CH-BU-CA,24,,,,,,,,
