Treatments,Time,BT,BV,CD,CH,BU,CS,CA,DP,P1,P2,P3
MonocultureBV_0,54,0.0,0.865033328,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureBV_0,57,0.0,0.831399996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureBV_0,60,0.0,0.81673334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureBV_0,63,0.0,0.762066662,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureBV_0,66,0.0,0.708033343,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureCA_0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.010966668,0.0,1.0,0.0,0.0
MonocultureCA_0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.010066668,0.0,1.0,0.0,0.0
MonocultureCA_0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.011333336,0.0,1.0,0.0,0.0
MonocultureCA_0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.01713333,0.0,1.0,0.0,0.0
MonocultureCA_0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.02183333,0.0,1.0,0.0,0.0
MonocultureCA_0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.022233327,0.0,1.0,0.0,0.0
MonocultureCA_0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.022966662,0.0,1.0,0.0,0.0
MonocultureCA_0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.02363333,0.0,1.0,0.0,0.0
MonocultureCA_0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.022799998,0.0,1.0,0.0,0.0
MonocultureCA_0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.023366664,0.0,1.0,0.0,0.0
MonocultureCA_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.022366667,0.0,1.0,0.0,0.0
MonocultureCA_0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.023099998,0.0,1.0,0.0,0.0
MonocultureCA_0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.022533332,0.0,1.0,0.0,0.0
MonocultureCA_0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.023666664,0.0,1.0,0.0,0.0
MonocultureCA_0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.024599999,0.0,1.0,0.0,0.0
MonocultureCA_0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.025666663,0.0,1.0,0.0,0.0
MonocultureCA_0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.027266666,0.0,1.0,0.0,0.0
MonocultureCA_0,51,0.0,0.0,0.0,0.0,0.0,0.0,0.029266665,0.0,1.0,0.0,0.0
MonocultureCA_0,54,0.0,0.0,0.0,0.0,0.0,0.0,0.032333329,0.0,1.0,0.0,0.0
MonocultureCA_0,57,0.0,0.0,0.0,0.0,0.0,0.0,0.03576667,0.0,1.0,0.0,0.0
MonocultureCA_0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.038833334,0.0,1.0,0.0,0.0
MonocultureCA_0,63,0.0,0.0,0.0,0.0,0.0,0.0,0.041333332,0.0,1.0,0.0,0.0
MonocultureCA_0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.044133335,0.0,1.0,0.0,0.0
MonocultureCH_0,0,0.0,0.0,0.0,0.009500001,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureCH_0,3,0.0,0.0,0.0,0.026033336,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureCH_0,6,0.0,0.0,0.0,0.066966667,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureCH_0,9,0.0,0.0,0.0,0.268899987,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureCH_0,12,0.0,0.0,0.0,0.259633332,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureCH_0,15,0.0,0.0,0.0,0.309299995,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureCH_0,18,0.0,0.0,0.0,0.321766664,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureCH_0,21,0.0,0.0,0.0,0.353233347,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureCH_0,24,0.0,0.0,0.0,0.341866671,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureCH_0,27,0.0,0.0,0.0,0.323499997,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureCH_0,30,0.0,0.0,0.0,0.287666668,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureCH_0,33,0.0,0.0,0.0,0.293800006,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureCH_0,36,0.0,0.0,0.0,0.355099995,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureCH_0,39,0.0,0.0,0.0,0.362699995,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureCH_0,42,0.0,0.0,0.0,0.389733334,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureCH_0,45,0.0,0.0,0.0,0.378666678,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureCH_0,48,0.0,0.0,0.0,0.300666659,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureCH_0,51,0.0,0.0,0.0,0.254766672,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureCH_0,54,0.0,0.0,0.0,0.233033329,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureCH_0,57,0.0,0.0,0.0,0.220399995,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureCH_0,60,0.0,0.0,0.0,0.204199999,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureCH_0,63,0.0,0.0,0.0,0.178966671,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureCH_0,66,0.0,0.0,0.0,0.134633332,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureCS_0,0,0.0,0.0,0.0,0.0,0.0,0.007766663,0.0,0.0,1.0,0.0,0.0
MonocultureCS_0,3,0.0,0.0,0.0,0.0,0.0,0.0159,0.0,0.0,1.0,0.0,0.0
MonocultureCS_0,6,0.0,0.0,0.0,0.0,0.0,0.050433337,0.0,0.0,1.0,0.0,0.0
MonocultureCS_0,9,0.0,0.0,0.0,0.0,0.0,0.271666665,0.0,0.0,1.0,0.0,0.0
MonocultureCS_0,12,0.0,0.0,0.0,0.0,0.0,0.400433341,0.0,0.0,1.0,0.0,0.0
MonocultureCS_0,15,0.0,0.0,0.0,0.0,0.0,0.448433339,0.0,0.0,1.0,0.0,0.0
MonocultureCS_0,18,0.0,0.0,0.0,0.0,0.0,0.593699991,0.0,0.0,1.0,0.0,0.0
MonocultureCS_0,21,0.0,0.0,0.0,0.0,0.0,0.673966665,0.0,0.0,1.0,0.0,0.0
MonocultureCS_0,24,0.0,0.0,0.0,0.0,0.0,0.669933338,0.0,0.0,1.0,0.0,0.0
MonocultureCS_0,27,0.0,0.0,0.0,0.0,0.0,0.706966678,0.0,0.0,1.0,0.0,0.0
MonocultureCS_0,30,0.0,0.0,0.0,0.0,0.0,0.742333332,0.0,0.0,1.0,0.0,0.0
MonocultureCS_0,33,0.0,0.0,0.0,0.0,0.0,0.779066661,0.0,0.0,1.0,0.0,0.0
MonocultureCS_0,36,0.0,0.0,0.0,0.0,0.0,0.773899992,0.0,0.0,1.0,0.0,0.0
MonocultureCS_0,39,0.0,0.0,0.0,0.0,0.0,0.764933327,0.0,0.0,1.0,0.0,0.0
MonocultureCS_0,42,0.0,0.0,0.0,0.0,0.0,0.735766668,0.0,0.0,1.0,0.0,0.0
MonocultureCS_0,45,0.0,0.0,0.0,0.0,0.0,0.725833336,0.0,0.0,1.0,0.0,0.0
MonocultureCS_0,48,0.0,0.0,0.0,0.0,0.0,0.724666654,0.0,0.0,1.0,0.0,0.0
MonocultureCS_0,51,0.0,0.0,0.0,0.0,0.0,0.740400016,0.0,0.0,1.0,0.0,0.0
MonocultureCS_0,54,0.0,0.0,0.0,0.0,0.0,0.744599997,0.0,0.0,1.0,0.0,0.0
MonocultureCS_0,57,0.0,0.0,0.0,0.0,0.0,0.766700009,0.0,0.0,1.0,0.0,0.0
MonocultureCS_0,60,0.0,0.0,0.0,0.0,0.0,0.780200004,0.0,0.0,1.0,0.0,0.0
MonocultureCS_0,63,0.0,0.0,0.0,0.0,0.0,0.775533338,0.0,0.0,1.0,0.0,0.0
MonocultureCS_0,66,0.0,0.0,0.0,0.0,0.0,0.766266663,0.0,0.0,1.0,0.0,0.0
MonocultureDP_0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006600002,1.0,0.0,0.0
MonocultureDP_0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019833336,1.0,0.0,0.0
MonocultureDP_0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0385,1.0,0.0,0.0
MonocultureDP_0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076800003,1.0,0.0,0.0
MonocultureDP_0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.120400006,1.0,0.0,0.0
MonocultureDP_0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126866668,1.0,0.0,0.0
MonocultureDP_0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138366679,1.0,0.0,0.0
MonocultureDP_0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156266659,1.0,0.0,0.0
MonocultureDP_0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172033329,1.0,0.0,0.0
MonocultureDP_0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.187333325,1.0,0.0,0.0
MonocultureDP_0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192666669,1.0,0.0,0.0
MonocultureDP_0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.199433336,1.0,0.0,0.0
MonocultureDP_0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204666664,1.0,0.0,0.0
MonocultureDP_0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20873333,1.0,0.0,0.0
MonocultureDP_0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207299997,1.0,0.0,0.0
MonocultureDP_0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.201866666,1.0,0.0,0.0
MonocultureDP_0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197633335,1.0,0.0,0.0
MonocultureDP_0,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202800005,1.0,0.0,0.0
MonocultureDP_0,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.210799991,1.0,0.0,0.0
MonocultureDP_0,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.224133332,1.0,0.0,0.0
MonocultureDP_0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.230899999,1.0,0.0,0.0
MonocultureDP_0,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2418,1.0,0.0,0.0
MonocultureDP_0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250966668,1.0,0.0,0.0
MonocultureMS001_0,0,0.0,0.0,0.007633333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureMS001_0,3,0.0,0.0,0.029333338,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureMS001_0,6,0.0,0.0,0.320466667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureMS001_0,9,0.0,0.0,0.509366651,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureMS001_0,12,0.0,0.0,0.509666661,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureMS001_0,15,0.0,0.0,0.509833315,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureMS001_0,18,0.0,0.0,0.499900003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureMS001_0,21,0.0,0.0,0.483266651,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureMS001_0,24,0.0,0.0,0.471833328,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureMS001_0,27,0.0,0.0,0.46176666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureMS001_0,30,0.0,0.0,0.44173334,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureMS001_0,33,0.0,0.0,0.418233334,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureMS001_0,36,0.0,0.0,0.38619997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureMS001_0,39,0.0,0.0,0.356499999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureMS001_0,42,0.0,0.0,0.324833333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureMS001_0,45,0.0,0.0,0.295666664,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureMS001_0,48,0.0,0.0,0.265166669,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureMS001_0,51,0.0,0.0,0.234533329,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureMS001_0,54,0.0,0.0,0.207000007,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureMS001_0,57,0.0,0.0,0.190766672,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureMS001_0,60,0.0,0.0,0.177799999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureMS001_0,63,0.0,0.0,0.168933331,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MonocultureMS001_0,66,0.0,0.0,0.1626,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
