Param name,Param value,Param stdv,Param p-value,CA,BT,BU,CS,CD,DP,CH,BV,CA*CA,CA*BT,CA*BU,CA*CS,CA*CD,CA*DP,CA*CH,CA*BV,BT*CA,BT*BT,BT*BU,BT*CS,BT*CD,BT*DP,BT*CH,BT*BV,BU*CA,BU*BT,BU*BU,BU*CS,BU*CD,BU*DP,BU*CH,BU*BV,CS*CA,CS*BT,CS*BU,CS*CS,CS*CD,CS*DP,CS*CH,CS*BV,CD*CA,CD*BT,CD*BU,CD*CS,CD*CD,CD*DP,CD*CH,CD*BV,DP*CA,DP*BT,DP*BU,DP*CS,DP*CD,DP*DP,DP*CH,DP*BV,CH*CA,CH*BT,CH*BU,CH*CS,CH*CD,CH*DP,CH*CH,CH*BV,BV*CA,BV*BT,BV*BU,BV*CS,BV*CD,BV*DP,BV*CH,BV*BV
CA,0.2540126043386827,0.008840196,1.4428129906024946e-181,7.814906e-05,-4.5194898e-07,1.3583739e-06,4.2164228e-07,4.3748823e-06,1.2787352e-06,1.6034328e-06,3.9126094e-06,-0.00017540567,-6.645662e-05,-0.00012632442,-0.00020784819,-0.00015525681,-0.000284162,-0.00011908849,-4.943519e-05,-0.0015507877,2.2198703e-08,4.580025e-06,1.8579566e-06,1.8712378e-06,8.262509e-06,-3.348287e-06,-3.6643905e-06,1.5880953e-06,-2.6379067e-07,-1.1803422e-06,-2.8568725e-06,-4.2780825e-06,5.431132e-06,2.0359778e-06,2.7612734e-07,1.638501e-05,1.5881419e-08,-1.7564107e-06,-8.474908e-07,2.1036801e-06,1.5550846e-05,1.2102083e-05,-1.0865774e-06,2.1921907e-05,-6.0426096e-06,-9.826649e-06,9.107152e-05,-8.151947e-06,1.780783e-05,8.58257e-06,-5.435552e-06,-9.8802026e-05,-4.1515665e-07,-5.559293e-07,9.9246045e-06,6.949368e-07,-1.0826894e-05,7.594011e-07,-5.932385e-07,0.00022191825,-1.8717169e-06,-5.37789e-06,7.505097e-05,-2.1151782e-06,1.5882108e-05,-1.9243387e-06,-3.462017e-06,4.294079e-05,-1.8618322e-06,-1.7694001e-05,2.2844542e-06,-7.318332e-06,3.3532826e-05,9.8082255e-06,-2.2323218e-06
BT,0.8065998226087727,0.031357415,6.50192166273657e-146,-4.5194898e-07,0.0009832876,5.2807423e-05,8.50122e-06,2.831154e-05,6.6912507e-06,1.8626019e-05,0.000108117696,1.103411e-06,0.0001711744,-0.0048983805,9.456392e-05,3.4092643e-06,-2.7609443e-05,7.3782403e-06,6.0326706e-06,-0.016076874,-0.00078335166,-0.0019352959,-7.332999e-05,-0.00028409366,-0.00026696807,-2.3362498e-05,-0.00044497944,0.00020433257,0.00018165127,-3.4505454e-05,-0.0005842689,-7.1209346e-05,-0.00019053314,-8.759355e-05,6.659186e-05,-6.778927e-05,3.3944707e-05,-1.3293921e-05,-1.7558827e-05,2.807781e-06,2.5740845e-05,-9.524732e-06,-7.783336e-06,-3.857422e-05,0.00023644094,-3.1118034e-05,-0.00013032123,-1.7416232e-05,-8.059185e-05,1.9607221e-05,1.9298568e-06,-2.1316531e-05,3.758004e-05,-1.6252301e-06,-4.480016e-05,-4.4784515e-06,-1.0893706e-06,4.60895e-07,-2.1814142e-06,-3.8885293e-05,5.5268643e-05,-2.3576911e-05,-0.00016822727,-6.7471965e-06,-2.6048843e-05,-2.9321078e-05,-7.485133e-06,-0.00021201023,0.0002551464,-6.0754544e-05,-0.00034946992,-9.109279e-05,-0.00025165605,-7.443465e-05,-7.766496e-05
BU,0.7294158750094332,0.021285195,2.2972901882785488e-257,1.3583739e-06,5.2807423e-05,0.0004530595,7.711908e-06,0.00018344946,1.8644396e-05,3.473275e-05,0.00024857486,-3.0119575e-06,-7.922723e-06,0.0002748757,1.694071e-05,2.5582274e-05,1.0454532e-06,2.065803e-06,-6.530537e-07,0.001627352,-5.654642e-05,2.3867586e-05,-1.2025667e-05,-3.3791934e-05,-4.90912e-05,-0.00010599507,-3.137168e-05,-0.001448797,-0.0004510596,-0.0004919887,5.953394e-05,-0.00054740213,-0.00071939314,-9.05196e-05,-0.00066091114,5.8709343e-06,-2.3507248e-06,4.1487787e-05,-1.5738593e-05,8.28397e-06,-3.2247826e-06,3.724359e-05,-3.2897286e-05,1.9077213e-05,-0.000154941,6.221658e-05,-0.0008250737,-0.0002975408,-0.0006426294,-0.0003782475,-0.00012719216,9.686677e-05,-1.5189326e-05,4.8979407e-05,8.517676e-05,1.904663e-06,-0.00021451357,-3.3336113e-05,-1.2835712e-05,0.00014343752,-2.8514865e-05,7.368451e-05,-0.00016759307,2.4334306e-05,-0.0001750222,-5.635227e-05,-4.8101447e-05,0.0004268943,-0.00021811755,4.6520414e-05,-0.0001939123,-0.00032284143,-0.0008954256,-0.00033993597,-0.00019856018
CS,0.2639013444349849,0.009072076,4.886807348828136e-186,4.2164228e-07,8.50122e-06,7.711908e-06,8.230256e-05,1.8617298e-05,2.352339e-06,8.139722e-06,2.716852e-06,-9.053521e-07,2.4092662e-06,-5.5910026e-05,2.7717168e-05,5.7129927e-07,-6.368697e-07,1.1349896e-06,7.864593e-07,0.00049846346,-3.2903747e-06,2.1901726e-05,3.567526e-05,-6.3814446e-06,-1.4969435e-05,-2.7294289e-05,1.9514835e-06,2.4985327e-05,9.932765e-06,-3.478107e-06,0.00025777088,-1.0828056e-05,-6.06984e-05,-9.027097e-06,-1.1614044e-05,-0.0001062136,-6.17493e-05,-7.508433e-05,-0.00017155054,-0.00015953096,-0.000402483,-0.00016546747,-6.938663e-05,2.1493006e-05,4.7047265e-06,-9.061159e-06,0.00054516434,-2.3019833e-05,-0.00013599968,2.4299963e-05,-3.5196997e-05,-5.902058e-07,1.740035e-06,1.9476188e-06,1.393213e-05,-1.5540152e-06,-2.5928692e-05,-3.727483e-06,-3.919664e-07,0.00013540157,6.4557125e-06,5.491911e-07,0.00031968954,-4.4275607e-06,-7.809818e-05,-1.111289e-05,-1.764486e-05,1.5862348e-05,1.4671656e-05,9.44049e-06,3.6077925e-06,-4.64817e-06,7.5006724e-06,-6.143554e-06,-1.8425864e-06
CD,0.7731077540973414,0.042458992,4.4318466236706e-74,4.3748823e-06,2.831154e-05,0.00018344946,1.8617298e-05,0.0018027661,3.0022786e-05,8.409325e-05,0.00017566676,-9.89171e-06,-1.2599888e-05,0.0008250181,2.0394147e-05,0.00028541734,6.917538e-05,-1.2221047e-05,-9.890164e-06,0.0022209238,-3.026e-05,4.6025405e-05,-1.1422256e-05,-1.6132124e-05,-6.303546e-05,-7.497772e-05,-2.118553e-05,0.0007703121,-0.00016229834,-0.0001803104,0.00014355137,0.00024680846,-0.000896552,1.6615208e-05,-0.0001849746,4.931539e-05,-4.145342e-06,-1.830016e-05,-3.828697e-05,0.00014143801,5.627157e-05,5.788055e-05,-6.8645975e-05,-0.0010661359,-0.0015022602,-0.0012991035,-0.011018018,-0.00286641,-0.003954356,-0.008400061,-0.0008140902,0.00020254393,-2.1648091e-05,7.255681e-07,-3.7772634e-06,3.2285316e-05,-0.0002586993,-4.4578395e-05,-1.4391774e-05,-0.00019475174,-4.744397e-05,-9.018773e-05,-6.277746e-05,0.0005145375,4.1110085e-05,-0.00014474316,-0.00010685622,0.00032321032,-0.00013129796,9.140674e-05,-0.00020895612,0.00025477115,-0.0010461764,-0.00012990777,-0.00015366432
DP,0.3102245123424429,0.013820484,1.3777636430420707e-111,1.2787352e-06,6.6912507e-06,1.8644396e-05,2.352339e-06,3.0022786e-05,0.00019100578,2.771719e-06,4.0396993e-05,-2.7772103e-06,-1.3300884e-06,-0.000490409,2.6544689e-05,3.977842e-06,4.5303746e-05,1.2116248e-05,9.933489e-07,0.00038392266,-4.203946e-06,1.5020428e-05,1.2893984e-05,6.3872194e-06,-3.0546922e-05,-1.0917634e-05,1.5622356e-06,3.2124144e-06,1.266546e-05,-7.671995e-06,-8.637338e-05,1.6824698e-06,8.3719664e-05,1.1287585e-06,3.80405e-05,-2.1168707e-05,2.531158e-06,6.8445233e-06,-4.91134e-06,1.3625606e-05,0.0002540436,7.1589693e-06,4.047283e-06,-4.186375e-05,7.795399e-06,-1.7393279e-06,1.3511608e-05,-3.0746993e-05,0.0005367348,1.5765856e-05,1.7827024e-05,0.0005682657,-8.293479e-05,-7.832775e-05,-0.00019423584,-5.077848e-05,-0.001458048,-8.073906e-05,-6.425078e-05,-8.804993e-05,1.2544981e-05,5.7240563e-06,-4.244502e-05,2.6408132e-05,0.0002004289,-1.8596198e-06,1.7676286e-05,-2.3360684e-05,-5.2404102e-06,4.398168e-05,-9.8257995e-05,3.957357e-07,0.00079802563,-1.116965e-06,-2.5521562e-05
CH,0.46986165589067114,0.01229756,0.0,1.6034328e-06,1.8626019e-05,3.473275e-05,8.139722e-06,8.409325e-05,2.771719e-06,0.00015123,9.351724e-06,-3.5308472e-06,-7.0423434e-06,0.00044169443,2.344796e-05,1.0342483e-05,3.660572e-05,-1.6677819e-05,-2.4053988e-05,0.0006879821,-1.7335764e-05,2.5265696e-05,-1.37208e-05,-1.1490104e-05,-1.1367782e-05,-4.2693056e-05,-1.507773e-05,6.123976e-05,-3.1614e-05,-3.1094456e-05,-3.1407224e-05,-5.3271386e-05,-7.810212e-05,-4.7678437e-05,-6.539802e-05,7.409953e-05,-1.6495654e-06,-1.1936426e-05,-1.6575923e-05,8.537103e-06,7.5490905e-05,-9.0897986e-05,-4.659184e-05,-0.00017006804,-8.16285e-05,-0.00015439933,-0.00020076764,-9.579493e-05,3.5114943e-05,-0.00022683624,-0.00013466869,3.1531483e-05,-1.0743452e-06,-2.0608381e-06,1.6923417e-05,1.102377e-06,-1.3041637e-05,-1.8544883e-05,-1.2801119e-05,-0.00077387353,-0.00012932018,-0.0001974752,-0.00054205285,-0.00033743356,-0.0001016839,-0.00021427307,-0.00019701797,-2.1821514e-05,2.2650358e-06,3.4461664e-05,-3.7177193e-05,-2.7536209e-05,-0.00016106169,-3.2449017e-05,-2.854555e-06
BV,0.8976580066223978,0.029545756,9.509369818838994e-203,3.9126094e-06,0.000108117696,0.00024857486,2.716852e-06,0.00017566676,4.0396993e-05,9.351724e-06,0.0008729517,-8.790998e-06,-1.1456125e-05,0.0013079656,5.016521e-06,1.7555032e-05,-6.631718e-06,2.7419812e-05,5.0756877e-05,0.0013537572,-0.00010035074,-0.00010482764,-9.255756e-05,-3.9421884e-05,-3.5509707e-05,-0.00028011718,3.7310678e-05,0.0005722985,-0.00016333512,-0.00022772705,-0.001829263,-0.00038803465,-0.00057448074,-0.00036032853,0.00020833407,2.4382207e-05,7.328463e-08,-3.4036445e-06,-5.7270877e-06,2.7326223e-05,-3.4858807e-05,-6.6270004e-06,6.8353847e-06,5.7819925e-05,-0.00012371235,-0.0001277821,-0.00089513866,-0.0002825986,-0.0005233019,-0.0005869857,2.6858104e-05,0.0005801116,-1.2855515e-05,-4.5040822e-05,-0.00013587424,-1.1206258e-05,-0.0004273153,6.247945e-06,2.2628396e-05,0.00017261558,-6.582561e-06,-5.080358e-06,4.6352216e-05,6.0071292e-05,-7.564292e-05,-6.577835e-06,-4.6712175e-05,-0.0022997975,-0.0008126895,-0.0015722271,0.00015428329,-0.00074296986,-0.0012683673,-0.00011668893,-0.00088022277
CA*CA,-0.2799563331087647,0.021844374,1.334989728555785e-37,-0.00017540567,1.103411e-06,-3.0119575e-06,-9.053521e-07,-9.89171e-06,-2.7772103e-06,-3.5308472e-06,-8.790998e-06,0.00047717668,0.00014890246,0.00028467964,0.0004474819,0.0003451488,0.00061124127,0.0002587153,0.00011246976,0.0034695591,-7.212838e-08,-1.0382771e-05,-4.463366e-06,-4.1410185e-06,-1.8043724e-05,7.559065e-06,8.034907e-06,-3.5928365e-06,6.37041e-07,2.642602e-06,7.203798e-06,9.508432e-06,-1.2699512e-05,-4.4608805e-06,-7.5439215e-07,-3.4937544e-05,-2.6388168e-08,3.7656155e-06,1.8208383e-06,-4.6715577e-06,-3.3892073e-05,-2.6326294e-05,2.2174418e-06,-4.6482382e-05,1.3502527e-05,2.2212253e-05,-0.00019818789,1.8602701e-05,-4.21219e-05,-2.160724e-05,1.1882398e-05,0.00023077306,8.6040933e-07,1.1040122e-06,-2.0746327e-05,-1.6163426e-06,2.3366601e-05,-1.5116841e-06,1.1865478e-06,-0.0004914562,4.0665977e-06,1.2093916e-05,-0.00016384994,4.124e-06,-3.6270656e-05,4.2387687e-06,7.3762612e-06,-9.425425e-05,4.333365e-06,3.983822e-05,-4.6641685e-06,1.6269194e-05,-7.574603e-05,-2.2116785e-05,5.0521458e-06
CA*BT,-0.17734492938771496,0.028879464,8.207256837558761e-10,-6.645662e-05,0.0001711744,-7.922723e-06,2.4092662e-06,-1.2599888e-05,-1.3300884e-06,-7.0423434e-06,-1.1456125e-05,0.00014890246,0.0008340234,0.001636109,-0.000911828,0.00013783833,0.000380031,7.3260635e-05,-4.0436626e-06,-0.035520274,-0.00012038988,-0.00029104727,-0.00025511987,-3.3368484e-05,-0.00021521143,6.797769e-05,8.322072e-05,-4.7305315e-05,4.6440247e-05,6.1624824e-06,6.5037035e-05,4.7140898e-06,-1.6840215e-05,-1.2784125e-05,2.3780956e-05,7.982264e-06,1.3083629e-05,-3.2395249e-06,-5.0020535e-06,-2.0500756e-05,-4.4300323e-05,-6.517628e-06,1.918791e-05,-6.819039e-06,8.54293e-05,-6.833286e-06,-0.00020877321,2.0255336e-05,2.0032005e-05,-6.4331603e-06,1.2665536e-05,4.5447112e-05,-4.9134524e-08,4.3861127e-07,2.9348794e-05,1.5635184e-06,-2.5556037e-06,-2.1607723e-06,4.1850776e-06,-9.775209e-05,4.6536887e-05,-4.7585086e-06,0.00045426653,1.0739436e-05,-0.00014896694,1.0905782e-05,-1.0234441e-05,-0.0001980247,6.932937e-05,8.102964e-05,1.8829327e-05,8.68837e-06,-5.3651356e-06,-5.1681913e-05,2.3016346e-06
