Treatment,Time,Replicate,Toxin,BA,BO,BU,PJ,ER,AC,CC,CD,DP,EL,BY,CG,CH,BL,BF,BT,BV,DL,BH,RI,BP,PC,DF,CA,BC,CS
MS008-AC,0,3,0,0,0,0,0,0,0.005,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-DL,0,1,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0
MS008-DL,0,2,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0
MS008-DL,0,3,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0
MS008-BP,0,1,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0
MS008-BP,0,2,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0
MS008-BP,0,3,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0
MS008-CG,0,1,0,0,0,0,0,0,0,0,0.005,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-CG,0,2,0,0,0,0,0,0,0,0,0.005,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-CG,0,3,0,0,0,0,0,0,0,0,0.005,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-RI,0,1,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0
MS008-RI,0,2,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0
MS008-RI,0,3,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0
MS008-BA,0,1,0,0.005,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-BA,0,2,0,0.005,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-BA,0,3,0,0.005,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-BC,0,1,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0
MS008-BC,0,2,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0
MS008-BC,0,3,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0
MS008-BY,0,1,0,0,0,0,0,0,0,0,0.005,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-BY,0,2,0,0,0,0,0,0,0,0,0.005,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-BY,0,3,0,0,0,0,0,0,0,0,0.005,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-BL,0,1,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0
MS008-BL,0,2,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0
MS008-BL,0,3,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0
MS008-CC,0,1,0,0,0,0,0,0,0,0.005,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-CC,0,2,0,0,0,0,0,0,0,0.005,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-CC,0,3,0,0,0,0,0,0,0,0.005,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-DF,0,1,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0
MS008-DF,0,2,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0
MS008-DF,0,3,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0
MS008-BF,0,1,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0
MS008-BF,0,2,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0
MS008-BF,0,3,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0
MS008-CA,12,1,-,0,0,0,0,0,0,0,0.508138852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000527845,0,0
MS008-CA,12,2,-,0,0,0,0,0,0,0,0.402691985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000974648,0,0
MS008-CA,12,3,-,0,0,0,0,0,0,0,0.48997988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186801,0,0
MS008-DP,12,1,-,0,0,0,0,0,0,0,0.420122582,0.026544109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-DP,12,2,-,0,0,0,0,0,0,0,0.45270057,0.026466074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-DP,12,3,-,0,0,0,0,0,0,0,0.413240705,0.022425948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-CH,12,1,-,0,0,0,0,0,0,0,0.249917718,0,0,0,0,0.014748946,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-CH,12,2,-,0,0,0,0,0,0,0,0.264722637,0,0,0,0,0.01494402,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-CH,12,3,-,0,0,0,0,0,0,0,0.246210187,0,0,0,0,0.016456481,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-CS,12,1,-,0,0,0,0,0,0,0,0.456834927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075831729
MS008-CS,12,2,-,0,0,0,0,0,0,0,0.465442701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093723957
MS008-BT,12,1,-,0,0,0,0,0,0,0,0.553702493,0,0,0,0,0,0,0,1.357464177,0,0,0,0,0,0,0,0,0,0
MS008-BT,12,2,-,0,0,0,0,0,0,0,0.519196411,0,0,0,0,0,0,0,1.498970283,0,0,0,0,0,0,0,0,0,0
MS008-BT,12,3,-,0,0,0,0,0,0,0,0.471670991,0,0,0,0,0,0,0,1.46099567,0,0,0,0,0,0,0,0,0,0
MS008-BU,12,1,-,0,0,0.608217801,0,0,0,0,0.739948876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-BU,12,2,-,0,0,0.616186839,0,0,0,0,0.605479857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-BU,12,3,-,0,0,0.539129341,0,0,0,0,0.692537376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-BV,12,1,-,0,0,0,0,0,0,0,1.041478523,0,0,0,0,0,0,0,0,0.867688114,0,0,0,0,0,0,0,0,0
MS008-BV,12,2,-,0,0,0,0,0,0,0,0.910229775,0,0,0,0,0,0,0,0,0.614436835,0,0,0,0,0,0,0,0,0
MS008-BV,12,3,-,0,0,0,0,0,0,0,0.889108137,0,0,0,0,0,0,0,0,0.647558527,0,0,0,0,0,0,0,0,0
MS008-EL,12,1,-,0,0,0,0,0,0,0,0.654432264,0,0.125734409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-EL,12,2,-,0,0,0,0,0,0,0,0.6742202,0,0.121946446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-EL,12,3,-,0,0,0,0,0,0,0,0.58580441,0,0.09236225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-BO,12,1,-,0,0.997727551,0,0,0,0,0,0.514939153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-BO,12,2,-,0,1.183810241,0,0,0,0,0,0.647856351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-BO,12,3,-,0,1.073582962,0,0,0,0,0,0.479083675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-PC,12,1,-,0,0,0,0,0,0,0,0.44395709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018209564,0,0,0,0
MS008-PC,12,2,-,0,0,0,0,0,0,0,0.624679987,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027986689,0,0,0,0
MS008-PC,12,3,-,0,0,0,0,0,0,0,0.498503359,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019663275,0,0,0,0
MS008-BH,12,1,-,0,0,0,0,0,0,0,0.547718855,0,0,0,0,0,0,0,0,0,0,0.001947791,0,0,0,0,0,0,0
MS008-BH,12,2,-,0,0,0,0,0,0,0,0.428210154,0,0,0,0,0,0,0,0,0,0,0.000956538,0,0,0,0,0,0,0
MS008-BH,12,3,-,0,0,0,0,0,0,0,0.449298064,0,0,0,0,0,0,0,0,0,0,0.001368619,0,0,0,0,0,0,0
MS008-ER,12,1,-,0,0,0,0,0.070538469,0,0,0.428628216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-ER,12,2,-,0,0,0,0,0.082800488,0,0,0.433866195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-ER,12,3,-,0,0,0,0,0.096156787,0,0,0.466009846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-PJ,12,1,-,0,0,0,0.04835552,0,0,0,0.533811154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-PJ,12,2,-,0,0,0,0.052612632,0,0,0,0.440554026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-PJ,12,3,-,0,0,0,0.069618197,0,0,0,0.648548469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-AC,12,1,-,0,0,0,0,0,0.803844112,0,1.202322527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-AC,12,2,-,0,0,0,0,0,0.773836288,0,1.302330344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-AC,12,3,-,0,0,0,0,0,1.075608701,0,1.138058098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-DL,12,1,-,0,0,0,0,0,0,0,0.449474934,0,0,0,0,0,0,0,0,0,0.172691747,0,0,0,0,0,0,0,0
MS008-DL,12,2,-,0,0,0,0,0,0,0,0.722290802,0,0,0,0,0,0,0,0,0,0.256875887,0,0,0,0,0,0,0,0
MS008-DL,12,3,-,0,0,0,0,0,0,0,0.53994665,0,0,0,0,0,0,0,0,0,0.144720046,0,0,0,0,0,0,0,0
MS008-BP,12,1,-,0,0,0,0,0,0,0,0.383998422,0,0,0,0,0,0,0,0,0,0,0,0,0.02316827,0,0,0,0,0
MS008-BP,12,2,-,0,0,0,0,0,0,0,0.458247978,0,0,0,0,0,0,0,0,0,0,0,0,0.02991867,0,0,0,0,0
MS008-BP,12,3,-,0,0,0,0,0,0,0,0.382074703,0,0,0,0,0,0,0,0,0,0,0,0,0.029091982,0,0,0,0,0
MS008-CG,12,1,-,0,0,0,0,0,0,0,0.449177018,0,0,0,0.035489645,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-CG,12,2,-,0,0,0,0,0,0,0,0.53995097,0,0,0,0.043215721,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-CG,12,3,-,0,0,0,0,0,0,0,0.500464734,0,0,0,0.040201908,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-RI,12,1,-,0,0,0,0,0,0,0,0.564991032,0,0,0,0,0,0,0,0,0,0,0,0.001175595,0,0,0,0,0,0
MS008-RI,12,2,-,0,0,0,0,0,0,0,0.411913595,0,0,0,0,0,0,0,0,0,0,0,0.000753041,0,0,0,0,0,0
MS008-RI,12,3,-,0,0,0,0,0,0,0,0.543524026,0,0,0,0,0,0,0,0,0,0,0,0.001642618,0,0,0,0,0,0
MS008-BA,12,1,-,0.182313552,0,0,0,0,0,0,0.507853088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-BA,12,2,-,0.167021419,0,0,0,0,0,0,0.455145262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-BA,12,3,-,0.226519826,0,0,0,0,0,0,0.585146859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-BC,12,1,-,0,0,0,0,0,0,0,0.347106275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.133560425,0
MS008-BC,12,2,-,0,0,0,0,0,0,0,0.283944438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51472219,0
MS008-BC,12,3,-,0,0,0,0,0,0,0,0.399757746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57890895,0
MS008-BY,12,1,-,0,0,0,0,0,0,0,0.499216491,0,0,0.035450198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-BY,12,2,-,0,0,0,0,0,0,0,0.489726808,0,0,0.036439887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-BY,12,3,-,0,0,0,0,0,0,0,0.495297342,0,0,0.039369348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-BL,12,1,-,0,0,0,0,0,0,0,0.558943502,0,0,0,0,0,0.126223127,0,0,0,0,0,0,0,0,0,0,0,0
MS008-BL,12,2,-,0,0,0,0,0,0,0,0.50382195,0,0,0,0,0,0.125844709,0,0,0,0,0,0,0,0,0,0,0,0
MS008-BL,12,3,-,0,0,0,0,0,0,0,0.411374382,0,0,0,0,0,0.093292247,0,0,0,0,0,0,0,0,0,0,0,0
MS008-CC,12,1,-,0,0,0,0,0,0,0.113925389,0.52574129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-CC,12,2,-,0,0,0,0,0,0,0.091663076,0.493503575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-CC,12,3,-,0,0,0,0,0,0,0.123429268,0.480737406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-DF,12,1,-,0,0,0,0,0,0,0,0.564230643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128936047,0,0,0
MS008-DF,12,2,-,0,0,0,0,0,0,0,0.557422834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147743837,0,0,0
MS008-DF,12,3,-,0,0,0,0,0,0,0,0.550036414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120130259,0,0,0
MS008-BF,12,1,-,0,0,0,0,0,0,0,0.365929126,0,0,0,0,0,0,0.846237484,0,0,0,0,0,0,0,0,0,0,0
MS008-BF,12,2,-,0,0,0,0,0,0,0,0.358254758,0,0,0,0,0,0,0.606911843,0,0,0,0,0,0,0,0,0,0,0
MS008-BF,12,3,-,0,0,0,0,0,0,0,0.412184429,0,0,0,0,0,0,0.719982168,0,0,0,0,0,0,0,0,0,0,0
MS008-CA,24,1,1.153191489,0,0,0,0,0,0,0,0.250660586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004672767,0,0
MS008-CA,24,2,1.472340426,0,0,0,0,0,0,0,0.287990431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006342911,0,0
MS008-CA,24,3,0.672340426,0,0,0,0,0,0,0,0.245983288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004350055,0,0
MS008-DP,24,1,2.604255319,0,0,0,0,0,0,0,0.387349306,0.115484064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-DP,24,2,3.540425532,0,0,0,0,0,0,0,0.359510799,0.108822509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-DP,24,3,3.540425532,0,0,0,0,0,0,0,0.409011453,0.135321874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-CH,24,1,0.54893617,0,0,0,0,0,0,0,0.1627507,0,0,0,0,0.011582623,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-CH,24,2,0.068085106,0,0,0,0,0,0,0,0.264332123,0,0,0,0,0.024001229,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-CH,24,3,0.170212766,0,0,0,0,0,0,0,0.225447277,0,0,0,0,0.01738605,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-CS,24,1,0.914893617,0,0,0,0,0,0,0,0.293335264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047998055
MS008-CS,24,2,-0.455319149,0,0,0,0,0,0,0,0.33997805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05985529
MS008-CS,24,3,-0.255319149,0,0,0,0,0,0,0,0.224129046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033204303
MS008-BT,24,1,17.05531915,0,0,0,0,0,0,0,0.46980209,0,0,0,0,0,0,0,1.006531293,0,0,0,0,0,0,0,0,0,0
MS008-BT,24,2,6.017021277,0,0,0,0,0,0,0,0.458340007,0,0,0,0,0,0,0,0.770993368,0,0,0,0,0,0,0,0,0,0
MS008-BT,24,3,5.689361702,0,0,0,0,0,0,0,0.572338878,0,0,0,0,0,0,0,0.982994502,0,0,0,0,0,0,0,0,0,0
MS008-BU,24,1,5.429787234,0,0,0.268579619,0,0,0,0,0.591753693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-BU,24,2,6.025531915,0,0,0.356743167,0,0,0,0,0.828590208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-BU,24,3,5.187234043,0,0,0.350332536,0,0,0,0,0.838500824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-BV,24,1,3.221276596,0,0,0,0,0,0,0,0.580035629,0,0,0,0,0,0,0,0,0.396297635,0,0,0,0,0,0,0,0,0
MS008-BV,24,2,7.323404255,0,0,0,0,0,0,0,0.616045878,0,0,0,0,0,0,0,0,0.502287406,0,0,0,0,0,0,0,0,0
MS008-BV,24,3,3.029787234,0,0,0,0,0,0,0,0.598387566,0,0,0,0,0,0,0,0,0.401445724,0,0,0,0,0,0,0,0,0
MS008-EL,24,1,-0.195744681,0,0,0,0,0,0,0,0.510308539,0,0.170024782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-EL,24,2,0.336170213,0,0,0,0,0,0,0,0.53256963,0,0.135263702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-EL,24,3,-0.782978723,0,0,0,0,0,0,0,0.522485368,0,0.125347998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-BO,24,1,5.693617021,0,0.524232415,0,0,0,0,0,1.074100947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-BO,24,2,5.829787234,0,0.416684444,0,0,0,0,0,0.953648933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-BO,24,3,6.072340426,0,0.475029529,0,0,0,0,0,1.055803809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-PC,24,1,4.510638298,0,0,0,0,0,0,0,0.359963981,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36886934,0,0,0,0
MS008-PC,24,2,3.672340426,0,0,0,0,0,0,0,0.325193114,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317640242,0,0,0,0
MS008-PC,24,3,4.229787234,0,0,0,0,0,0,0,0.273854517,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340978812,0,0,0,0
MS008-BH,24,1,-0.404255319,0,0,0,0,0,0,0,0.28848789,0,0,0,0,0,0,0,0,0,0,0.00234543,0,0,0,0,0,0,0
MS008-BH,24,2,0.723404255,0,0,0,0,0,0,0,0.310756227,0,0,0,0,0,0,0,0,0,0,0.002077093,0,0,0,0,0,0,0
MS008-BH,24,3,0.842553191,0,0,0,0,0,0,0,0.273183677,0,0,0,0,0,0,0,0,0,0,0.002149642,0,0,0,0,0,0,0
MS008-ER,24,1,0.344680851,0,0,0,0,0.204165418,0,0,0.482167929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-ER,24,2,1.114893617,0,0,0,0,0.196772317,0,0,0.481561044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-ER,24,3,0.029787234,0,0,0,0,0.204302654,0,0,0.476530675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-PJ,24,1,1.957446809,0,0,0,0.066440119,0,0,0,0.497393241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-PJ,24,2,1.055319149,0,0,0,0.052210528,0,0,0,0.361122817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-PJ,24,3,0.791489362,0,0,0,0.067661646,0,0,0,0.505171717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-AC,24,1,4.182978723,0,0,0,0,0,1.081807619,0,0.45202577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS008-AC,24,2,1.285106383,0,0,0,0,0,1.776804348,0,0.699028892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
