Treatments,Time,CA,BT,BU,CS,CD,DP,CH,BV
DSM27147-CS-BT-CA,12.0,0.0012052062506705274,1.2994289809008648,0.0,0.029022631225079143,0.2143432286233855,0.0,0.0,0.0
DSM27147-CS-BT-CA,24.0,0.01284702068638348,1.226154191559966,0.0,0.03933735566545175,0.1673280950881985,0.0,0.0,0.0
DSM27147-CS-BU-CA,0.0,0.0025,0.0,0.0025,0.0025,0.0025,0.0,0.0,0.0
DSM27147-CS-BU-CA,12.0,0.005227633779183945,0.0,0.5390717667350704,0.02422401114849539,0.6101432273372503,0.0,0.0,0.0
DSM27147-CS-BU-CA,24.0,0.022511454711880322,0.0,0.3194624651189102,0.0230882213805135,0.411771191788696,0.0,0.0,0.0
DSM27147-CS-CH-BV,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0025,0.0025
DSM27147-CS-CH-BV,12.0,0.0,0.0,0.0,0.024730769637046332,0.12075745378267917,0.0,0.20269697651874638,0.8268148093948615
DSM27147-CS-CH-BV,24.0,0.0,0.0,0.0,0.02473564432380564,0.11701073097609387,0.0,0.19332047874076838,0.5395998296259988
DSM27147-CS-CH-CA,0.0,0.0025,0.0,0.0,0.0025,0.0025,0.0,0.0025,0.0
DSM27147-CS-CH-CA,12.0,0.011833875962506854,0.0,0.0,0.03691601252694976,0.2901426520872656,0.0,0.07510747608994452,0.0
DSM27147-CS-CH-CA,24.0,0.20791415415381834,0.0,0.0,0.03365519262684096,0.3015219059449388,0.0,0.05557542760773526,0.0
DSM27147-CS-CH-DP,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0025,0.0025,0.0
DSM27147-CS-CH-DP,12.0,0.0,0.0,0.0,0.033155600967805766,0.3118674127163425,0.24806937796421913,0.04724094035163265,0.0
DSM27147-CS-CH-DP,24.0,0.0,0.0,0.0,0.027222318448984276,0.17664838199819388,0.33802122315681005,0.06727473572934513,0.0
DSM27147-CS-CH-DP-BT-BU-BV-CA,0.0,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125
DSM27147-CS-CH-DP-BT-BU-BV-CA,12.0,0.0029630469219663297,0.6451942366659694,0.11222708569345645,0.010945759036047381,0.05400811309664655,0.06231372067170524,0.09913409914410842,0.15288061277010032
DSM27147-CS-CH-DP-BT-BU-BV-CA,24.0,0.051881504078714384,0.4967232083376916,0.09469165037916122,0.008111378010217647,0.010540732002684301,0.12877439931699894,0.1568178209572434,0.1184593335839551
DSM27147-CS-DP-BT-BU-BV,0.0,0.0,0.0016666666666666666,0.0016666666666666666,0.0016666666666666666,0.0016666666666666666,0.0016666666666666666,0.0,0.0016666666666666666
DSM27147-CS-DP-BT-BU-BV,12.0,0.0,0.951401137691045,0.10250832980746544,0.026634864592540677,0.1783319133056287,0.0596196270803254,0.0,0.22050413918966147
DSM27147-CS-DP-BT-BU-BV,24.0,0.0,0.6909375474236046,0.07048794660275777,0.02586171682247775,0.1441993432221288,0.13990857207803079,0.0,0.1172715575176669
DSM27147-CS-DP-BT-CA,0.0,0.002,0.002,0.0,0.002,0.002,0.002,0.0,0.0
DSM27147-CS-DP-BT-CA,12.0,0.003659553660642171,1.3000102168755456,0.0,0.015620542999870854,0.18787380162370118,0.05750255084024011,0.0,0.0
DSM27147-CS-DP-BT-CA,24.0,0.026390897454255036,1.1198919870311104,0.0,0.024196290923906096,0.09871868386089677,0.11613549272983152,0.0,0.0
DSM27147-CS-DP-BU,0.0,0.0,0.0,0.0025,0.0025,0.0025,0.0025,0.0,0.0
DSM27147-CS-DP-BU,12.0,0.0,0.0,0.5280057098706464,0.027648567760022447,0.538155586245244,0.09369013379075387,0.0,0.0
DSM27147-CS-DP-BU,24.0,0.0,0.0,0.3263100757015797,0.02066165557210103,0.2898627159176808,0.1731655428086384,0.0,0.0
DSM27147-CS-DP-BV,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0025,0.0,0.0025
DSM27147-CS-DP-BV,12.0,0.0,0.0,0.0,0.03902188471563234,0.34510012462309064,0.09647465113229732,0.0,0.832736639862313
DSM27147-CS-DP-BV,24.0,0.0,0.0,0.0,0.12169807934578736,0.1703109538334707,0.3281865351276577,0.0,0.6096377336930843
DSM27147-CS-DP-CA,0.0,0.0025,0.0,0.0,0.0025,0.0025,0.0025,0.0,0.0
DSM27147-CS-DP-CA,12.0,0.003756007149476034,0.0,0.0,0.02990930871542204,0.588264873269764,0.18690313953200466,0.0,0.0
DSM27147-CS-DP-CA,24.0,0.04730212228008392,0.0,0.0,0.016706246701670823,0.34718503319567134,0.1873065838225739,0.0,0.0
DSM27147-DP,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.0,0.0
DSM27147-DP,12.0,0.0,0.0,0.0,0.0,0.644906485013685,0.25126018998631494,0.0,0.0
DSM27147-DP,24.0,0.0,0.0,0.0,0.0,0.38714342180685685,0.21368991219314304,0.0,0.0
DSM27147-DP-BT-BV-CA,0.0,0.002,0.002,0.0,0.0,0.002,0.002,0.0,0.002
DSM27147-DP-BT-BV-CA,12.0,0.004006476121526609,1.017408014515822,0.0,0.0,0.21529969918878622,0.06055541310264136,0.0,0.22939706540455718
DSM27147-DP-BT-BV-CA,24.0,0.028325264506130557,0.8169252689106618,0.0,0.0,0.11984450085843652,0.17535990367661833,0.0,0.10154503838148621
DSM27147-DP-BU-BV-CA,0.0,0.002,0.0,0.002,0.0,0.002,0.002,0.0,0.002
DSM27147-DP-BU-BV-CA,12.0,0.008013456194960527,0.0,0.12001298980502934,0.0,0.3387130400745308,0.08714385543174225,0.0,0.8262833058270704
DSM27147-DP-BU-BV-CA,24.0,0.07996801358750379,0.0,0.13061861901601166,0.0,0.17279612273303432,0.1658444446582152,0.0,0.3301061546719017
DSM27147-DP-BU-CA,0.0,0.0025,0.0,0.0025,0.0,0.0025,0.0025,0.0,0.0
DSM27147-DP-BU-CA,12.0,0.004354967137077192,0.0,0.5843889314224368,0.0,0.6411663626141526,0.07358976282633335,0.0,0.0
DSM27147-DP-BU-CA,24.0,0.05132597126398732,0.0,0.3673717057422899,0.0,0.38189094655182343,0.175911403108566,0.0,0.0
CH-DP-BT-BU,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0025,0.0025,0.0
CH-DP-BT-BU,12.0,0.0,0.7266391781470052,0.3167870198766664,0.0,0.0,0.036657965286249004,0.11141581502341284,0.0
CH-DP-BT-BU,24.0,0.0,0.6339901759318601,0.21176604350339567,0.0,0.0,0.06483991474597232,0.10673719715210517,0.0
