,Time,Replicate,media,OD,Strain
197,30,3,DM29 + Trehalose,0.175699994,Strain 289
198,33,1,DM29 + GalNAc,0.145400003,Strain 289
199,33,1,DM29 + Fucose,0.152100012,Strain 289
200,33,1,DM29 + Succinate,0.144899979,Strain 289
201,33,1,DM29 + Sorbitol,0.2478,Strain 289
202,33,1,DM29 + Mannitol,0.388600014,Strain 289
203,33,1,DM29 + Trehalose,0.166600004,Strain 289
204,33,2,DM29 + GalNAc,0.152699992,Strain 289
205,33,2,DM29 + Fucose,0.167799994,Strain 289
206,33,2,DM29 + Succinate,0.182600006,Strain 289
207,33,2,DM29 + Sorbitol,0.251899995,Strain 289
208,33,2,DM29 + Mannitol,0.391500019,Strain 289
209,33,2,DM29 + Trehalose,0.194299981,Strain 289
210,33,3,DM29 + GalNAc,0.150300011,Strain 289
211,33,3,DM29 + Fucose,0.150899991,Strain 289
212,33,3,DM29 + Succinate,0.143299982,Strain 289
213,33,3,DM29 + Sorbitol,0.268000014,Strain 289
214,33,3,DM29 + Mannitol,0.409500025,Strain 289
215,33,3,DM29 + Trehalose,0.1752,Strain 289
216,36,1,DM29 + GalNAc,0.144900009,Strain 289
217,36,1,DM29 + Fucose,0.144900009,Strain 289
218,36,1,DM29 + Succinate,0.109099999,Strain 289
219,36,1,DM29 + Sorbitol,0.173900016,Strain 289
220,36,1,DM29 + Mannitol,0.391999982,Strain 289
221,36,1,DM29 + Trehalose,0.13759999,Strain 289
222,36,2,DM29 + GalNAc,0.155300006,Strain 289
223,36,2,DM29 + Fucose,0.157399997,Strain 289
224,36,2,DM29 + Succinate,0.144599989,Strain 289
225,36,2,DM29 + Sorbitol,0.217700012,Strain 289
226,36,2,DM29 + Mannitol,0.39510002,Strain 289
227,36,2,DM29 + Trehalose,0.148499981,Strain 289
228,36,3,DM29 + GalNAc,0.154300019,Strain 289
229,36,3,DM29 + Fucose,0.146500006,Strain 289
230,36,3,DM29 + Succinate,0.121399984,Strain 289
231,36,3,DM29 + Sorbitol,0.237100013,Strain 289
232,36,3,DM29 + Mannitol,0.411600016,Strain 289
233,36,3,DM29 + Trehalose,0.191999987,Strain 289
234,39,1,DM29 + GalNAc,0.137799993,Strain 289
235,39,1,DM29 + Fucose,0.136399999,Strain 289
236,39,1,DM29 + Succinate,0.113199994,Strain 289
237,39,1,DM29 + Sorbitol,0.160200007,Strain 289
238,39,1,DM29 + Mannitol,0.383200012,Strain 289
239,39,1,DM29 + Trehalose,0.139599994,Strain 289
240,39,2,DM29 + GalNAc,0.144200012,Strain 289
241,39,2,DM29 + Fucose,0.129300013,Strain 289
242,39,2,DM29 + Succinate,0.149700001,Strain 289
243,39,2,DM29 + Sorbitol,0.201000012,Strain 289
244,39,2,DM29 + Mannitol,0.388300024,Strain 289
245,39,2,DM29 + Trehalose,0.138299987,Strain 289
246,39,3,DM29 + GalNAc,0.147800013,Strain 289
247,39,3,DM29 + Fucose,0.122100011,Strain 289
248,39,3,DM29 + Succinate,0.118099988,Strain 289
249,39,3,DM29 + Sorbitol,0.216600008,Strain 289
250,39,3,DM29 + Mannitol,0.406600021,Strain 289
251,39,3,DM29 + Trehalose,0.163000002,Strain 289
252,42,1,DM29 + GalNAc,0.138300017,Strain 289
253,42,1,DM29 + Fucose,0.152600005,Strain 289
254,42,1,DM29 + Succinate,0.0986,Strain 289
255,42,1,DM29 + Sorbitol,0.261199989,Strain 289
256,42,1,DM29 + Mannitol,0.363600008,Strain 289
257,42,1,DM29 + Trehalose,0.1655,Strain 289
258,42,2,DM29 + GalNAc,0.142600015,Strain 289
259,42,2,DM29 + Fucose,0.152300015,Strain 289
260,42,2,DM29 + Succinate,0.104099989,Strain 289
261,42,2,DM29 + Sorbitol,0.231399991,Strain 289
262,42,2,DM29 + Mannitol,0.3693,Strain 289
263,42,2,DM29 + Trehalose,0.157199994,Strain 289
264,42,3,DM29 + GalNAc,0.142000005,Strain 289
265,42,3,DM29 + Fucose,0.13000001,Strain 289
266,42,3,DM29 + Succinate,0.114399999,Strain 289
267,42,3,DM29 + Sorbitol,0.236900009,Strain 289
268,42,3,DM29 + Mannitol,0.392299972,Strain 289
269,42,3,DM29 + Trehalose,0.179199979,Strain 289
270,45,1,DM29 + GalNAc,0.135299996,Strain 289
271,45,1,DM29 + Fucose,0.151999995,Strain 289
272,45,1,DM29 + Succinate,0.091199994,Strain 289
273,45,1,DM29 + Sorbitol,0.227499999,Strain 289
274,45,1,DM29 + Mannitol,0.298800014,Strain 289
275,45,1,DM29 + Trehalose,0.181199983,Strain 289
276,45,2,DM29 + GalNAc,0.137600019,Strain 289
277,45,2,DM29 + Fucose,0.145499989,Strain 289
278,45,2,DM29 + Succinate,0.111899987,Strain 289
279,45,2,DM29 + Sorbitol,0.224000014,Strain 289
280,45,2,DM29 + Mannitol,0.327799998,Strain 289
281,45,2,DM29 + Trehalose,0.133399978,Strain 289
282,45,3,DM29 + GalNAc,0.143800005,Strain 289
283,45,3,DM29 + Fucose,0.130399987,Strain 289
284,45,3,DM29 + Succinate,0.111099988,Strain 289
285,45,3,DM29 + Sorbitol,0.253600009,Strain 289
286,45,3,DM29 + Mannitol,0.355799995,Strain 289
287,45,3,DM29 + Trehalose,0.167599991,Strain 289
288,48,1,DM29 + GalNAc,0.144700006,Strain 289
289,48,1,DM29 + Fucose,0.151599988,Strain 289
290,48,1,DM29 + Succinate,0.087899998,Strain 289
291,48,1,DM29 + Sorbitol,0.323699988,Strain 289
292,48,1,DM29 + Mannitol,0.258500002,Strain 289
293,48,1,DM29 + Trehalose,0.235699996,Strain 289
294,48,2,DM29 + GalNAc,0.135400012,Strain 289
295,48,2,DM29 + Fucose,0.14670001,Strain 289
296,48,2,DM29 + Succinate,0.097599998,Strain 289
297,48,2,DM29 + Sorbitol,0.242500015,Strain 289
298,48,2,DM29 + Mannitol,0.283700012,Strain 289
299,48,2,DM29 + Trehalose,0.139799997,Strain 289
300,48,3,DM29 + GalNAc,0.147800013,Strain 289
301,48,3,DM29 + Fucose,0.123300001,Strain 289
302,48,3,DM29 + Succinate,0.104499996,Strain 289
303,48,3,DM29 + Sorbitol,0.220600016,Strain 289
304,48,3,DM29 + Mannitol,0.320500009,Strain 289
305,48,3,DM29 + Trehalose,0.153500006,Strain 289
306,51,1,DM29 + GalNAc,0.139300004,Strain 289
307,51,1,DM29 + Fucose,0.148800001,Strain 289
308,51,1,DM29 + Succinate,0.070799991,Strain 289
309,51,1,DM29 + Sorbitol,0.252999999,Strain 289
310,51,1,DM29 + Mannitol,0.170000009,Strain 289
311,51,1,DM29 + Trehalose,0.180699989,Strain 289
312,51,2,DM29 + GalNAc,0.130400017,Strain 289
313,51,2,DM29 + Fucose,0.13000001,Strain 289
314,51,2,DM29 + Succinate,0.083799988,Strain 289
315,51,2,DM29 + Sorbitol,0.242100008,Strain 289
316,51,2,DM29 + Mannitol,0.18029999,Strain 289
317,51,2,DM29 + Trehalose,0.11909999,Strain 289
318,51,3,DM29 + GalNAc,0.141700015,Strain 289
319,51,3,DM29 + Fucose,0.123200014,Strain 289
320,51,3,DM29 + Succinate,0.091999993,Strain 289
321,51,3,DM29 + Sorbitol,0.224799998,Strain 289
322,51,3,DM29 + Mannitol,0.206300013,Strain 289
323,51,3,DM29 + Trehalose,0.148599997,Strain 289
324,54,1,DM29 + GalNAc,0.141000018,Strain 289
325,54,1,DM29 + Fucose,0.13700001,Strain 289
326,54,1,DM29 + Succinate,0.064199999,Strain 289
327,54,1,DM29 + Sorbitol,0.237800009,Strain 289
328,54,1,DM29 + Mannitol,0.129499994,Strain 289
329,54,1,DM29 + Trehalose,0.146799996,Strain 289
330,54,2,DM29 + GalNAc,0.132500008,Strain 289
331,54,2,DM29 + Fucose,0.1215,Strain 289
332,54,2,DM29 + Succinate,0.069799989,Strain 289
333,54,2,DM29 + Sorbitol,0.277100004,Strain 289
334,54,2,DM29 + Mannitol,0.133099996,Strain 289
335,54,2,DM29 + Trehalose,0.115499988,Strain 289
336,54,3,DM29 + GalNAc,0.138699994,Strain 289
337,54,3,DM29 + Fucose,0.113600001,Strain 289
338,54,3,DM29 + Succinate,0.07689999,Strain 289
339,54,3,DM29 + Sorbitol,0.224799998,Strain 289
340,54,3,DM29 + Mannitol,0.147599988,Strain 289
341,54,3,DM29 + Trehalose,0.134299979,Strain 289
342,57,1,DM29 + GalNAc,0.147699997,Strain 289
343,57,1,DM29 + Fucose,0.139199987,Strain 289
344,57,1,DM29 + Succinate,0.057299986,Strain 289
345,57,1,DM29 + Sorbitol,0.333500005,Strain 289
346,57,1,DM29 + Mannitol,0.1096,Strain 289
347,57,1,DM29 + Trehalose,0.180499986,Strain 289
348,57,2,DM29 + GalNAc,0.138300017,Strain 289
