,Time,Replicate,media,OD,Strain
360,39,1,CM,0.530866662,MS006
361,39,2,CM,0.603766659,MS006
362,39,3,CM,0.496566692,MS006
363,39,1,CM,0.403366664,MS008
364,39,2,CM,0.424366692,MS008
365,39,3,CM,0.401766637,MS008
366,39,1,CM,0.573566655,MS010
367,39,2,CM,0.565066675,MS010
368,39,3,CM,0.556666652,MS010
369,39,1,CM,0.437666694,MS011
370,39,2,CM,0.448166648,MS011
371,39,3,CM,0.44476668,MS011
372,39,1,CM,0.367966661,MS013
373,39,2,CM,0.366366664,MS013
374,39,3,CM,0.391466657,MS013
375,39,1,CM,0.522366682,MS014
376,39,2,CM,0.465166667,MS014
377,39,3,CM,0.469566682,MS014
378,42,1,CM,0.31096668,MS001
379,42,2,CM,0.311366657,MS001
380,42,3,CM,0.352166662,MS001
381,42,1,CM,0.467166642,MS002
382,42,2,CM,0.467566648,MS002
383,42,3,CM,0.464366654,MS002
384,42,1,CM,0.437066654,MS004
385,42,2,CM,0.456166664,MS004
386,42,3,CM,0.453666667,MS004
387,42,1,CM,0.541666666,MS006
388,42,2,CM,0.611566642,MS006
389,42,3,CM,0.501966694,MS006
390,42,1,CM,0.401466647,MS008
391,42,2,CM,0.421066681,MS008
392,42,3,CM,0.398166696,MS008
393,42,1,CM,0.57886664,MS010
394,42,2,CM,0.585366646,MS010
395,42,3,CM,0.572266677,MS010
396,42,1,CM,0.431666652,MS011
397,42,2,CM,0.442666689,MS011
398,42,3,CM,0.440766672,MS011
399,42,1,CM,0.351666668,MS013
400,42,2,CM,0.351166675,MS013
401,42,3,CM,0.375666657,MS013
402,42,1,CM,0.528066674,MS014
403,42,2,CM,0.460966686,MS014
404,42,3,CM,0.464566687,MS014
405,45,1,CM,0.281066665,MS001
406,45,2,CM,0.282866666,MS001
407,45,3,CM,0.323066661,MS001
408,45,1,CM,0.464666644,MS002
409,45,2,CM,0.465666691,MS002
410,45,3,CM,0.462766686,MS002
411,45,1,CM,0.430366674,MS004
412,45,2,CM,0.450366655,MS004
413,45,3,CM,0.450366655,MS004
414,45,1,CM,0.555366674,MS006
415,45,2,CM,0.620066682,MS006
416,45,3,CM,0.513366679,MS006
417,45,1,CM,0.397866646,MS008
418,45,2,CM,0.415566662,MS008
419,45,3,CM,0.392866651,MS008
420,45,1,CM,0.553166667,MS010
421,45,2,CM,0.571966687,MS010
422,45,3,CM,0.554466644,MS010
423,45,1,CM,0.425666669,MS011
424,45,2,CM,0.437366644,MS011
425,45,3,CM,0.436166683,MS011
426,45,1,CM,0.336666653,MS013
427,45,2,CM,0.337266663,MS013
428,45,3,CM,0.362866679,MS013
429,45,1,CM,0.482666651,MS014
430,45,2,CM,0.45446668,MS014
431,45,3,CM,0.454866687,MS014
432,48,1,CM,0.250866661,MS001
433,48,2,CM,0.252766678,MS001
434,48,3,CM,0.291866669,MS001
435,48,1,CM,0.454866687,MS002
436,48,2,CM,0.457466641,MS002
437,48,3,CM,0.456366638,MS002
438,48,1,CM,0.420966664,MS004
439,48,2,CM,0.441866675,MS004
440,48,3,CM,0.44386665,MS004
441,48,1,CM,0.568466643,MS006
442,48,2,CM,0.633266667,MS006
443,48,3,CM,0.533866683,MS006
444,48,1,CM,0.394666651,MS008
445,48,2,CM,0.410766641,MS008
446,48,3,CM,0.387866655,MS008
447,48,1,CM,0.503566662,MS010
448,48,2,CM,0.528966645,MS010
449,48,3,CM,0.518166641,MS010
450,48,1,CM,0.420266667,MS011
451,48,2,CM,0.432166675,MS011
452,48,3,CM,0.432766655,MS011
453,48,1,CM,0.322866658,MS013
454,48,2,CM,0.324166665,MS013
