Param name,Param value,Param stdv,Param p-value,BT,BV,CD,CH,BU,CS,CA,DP,BT*BT,BT*BV,BT*CD,BT*CH,BT*BU,BT*CS,BT*CA,BT*DP,BV*BT,BV*BV,BV*CD,BV*CH,BV*BU,BV*CS,BV*CA,BV*DP,CD*BT,CD*BV,CD*CD,CD*CH,CD*BU,CD*CS,CD*CA,CD*DP,CH*BT,CH*BV,CH*CD,CH*CH,CH*BU,CH*CS,CH*CA,CH*DP,BU*BT,BU*BV,BU*CD,BU*CH,BU*BU,BU*CS,BU*CA,BU*DP,CS*BT,CS*BV,CS*CD,CS*CH,CS*BU,CS*CS,CS*CA,CS*DP,CA*BT,CA*BV,CA*CD,CA*CH,CA*BU,CA*CS,CA*CA,CA*DP,DP*BT,DP*BV,DP*CD,DP*CH,DP*BU,DP*CS,DP*CA,DP*DP
BT,0.9934346420015291,0.06991203,7.967447365771607e-46,0.004887692,0.0011652963,8.674045e-05,0.00063886744,0.0033644724,0.0003229255,2.7496957e-05,-2.2806027e-05,-0.0027237677,-0.0014647378,-0.003650378,-0.0030207015,-0.004395531,-0.00019592026,-0.0026871492,0.00020315548,-0.00015756568,-0.0011975312,-0.0006065245,-0.0003305756,-0.00021070184,-0.00196959,0.0002900428,0.00061977044,-6.143837e-05,0.001161708,-0.00010678182,-0.0001950628,-3.493052e-05,0.00034641227,-3.3323347e-05,-0.00010575833,-9.615342e-06,0.0012183551,-0.0005627361,-0.0044128643,-1.6507249e-05,0.00041879344,-2.5104157e-05,-0.00028205905,-0.0017131608,-0.0022808444,-0.0024792058,-0.00028188826,-0.0025199575,-0.0016684445,-0.0014164118,-0.00213704,1.8247953e-05,-0.0005333375,-0.00024095133,-0.00017035629,-0.00011628575,-0.00056034955,-3.0405963e-05,-0.0022788602,2.9265297e-05,-0.0005318864,5.769402e-05,-6.0337475e-06,7.4750947e-06,-0.00029078868,0.0009355945,-0.00015614831,0.00019557973,-3.9498616e-05,0.00012858192,0.00044898875,-0.0008202813,0.00015164595,0.0012818498,0.00019271253
BV,0.7274367545559043,0.036558297,4.235456301457166e-88,0.0011652963,0.001336509,5.361437e-06,0.00012731795,0.0014369568,0.00032697007,-2.9585612e-05,1.9094536e-05,-0.0006496152,-0.00024992018,-0.0008922603,-0.00088855653,-0.0007217793,-4.2345397e-05,-0.0018457472,-6.701432e-05,-0.0006110846,-0.0012807702,-0.0011892301,-0.0007531937,-0.0012879235,-0.002988345,-2.5640295e-05,0.00046114955,-5.544726e-05,-0.0008426319,4.0968524e-05,-0.00036695023,-9.565158e-05,-0.00025643196,5.5601173e-05,0.00020968307,-9.157934e-06,-3.2091553e-05,-0.00025466975,-0.0007332823,-6.274483e-05,-5.079301e-05,-2.4200366e-05,3.983443e-05,-0.0006666456,-0.0019979915,-0.0010803121,-0.00017991562,-0.0009813549,-0.00085883803,-0.0007923426,-0.0009738807,-7.740926e-05,-0.00065360876,-0.00038816576,-0.0001887019,-0.0001336813,-0.00057801255,-2.7345211e-05,-0.0025291578,1.4529381e-05,-0.00059927616,2.5703891e-06,-3.743125e-05,-9.030059e-06,-0.00028330082,0.0012927406,0.00020266998,2.6169118e-05,-3.306241e-05,-5.545885e-06,-4.657719e-06,-0.00039372206,-6.227188e-05,0.00016877308,4.8247406e-05
CD,0.6050969299174943,0.028462758,2.7070061506028154e-100,8.674045e-05,5.361437e-06,0.00081012864,0.0002979647,-8.4842104e-05,1.2193971e-05,2.341706e-05,5.29819e-05,-2.65005e-05,2.2864373e-05,6.1524835e-05,-5.7517384e-05,-7.261634e-05,-1.3346673e-05,-0.0009986283,-3.752639e-05,2.4664325e-05,-2.8429872e-06,0.00019414932,4.083215e-05,-2.2201824e-05,1.7978582e-05,-5.37714e-06,1.7905968e-05,-0.00034996957,-0.00076399813,-0.0005975904,-0.0022728522,-0.00041899184,-0.0017863101,-0.00026287188,-0.0029920242,-5.5893055e-05,7.369419e-05,-0.00033117598,-0.00091641396,-0.00020601589,-0.00024646285,-0.0005554661,-0.0007845919,6.567457e-05,3.460579e-05,0.0001848819,-2.6146024e-06,8.608699e-05,1.7030827e-05,-7.452435e-05,4.0476025e-05,-2.082704e-05,-1.5231938e-05,0.00034013842,-8.6383036e-05,-4.8106907e-05,2.891844e-05,-5.601209e-05,-2.5979376e-05,-1.3272418e-05,-8.199328e-05,4.083608e-05,-4.4460943e-05,-4.530755e-05,-0.00011895479,0.00024426513,-0.0001548187,-1.1537416e-05,-3.326031e-05,0.00010726367,-0.0002558777,-5.787071e-05,-0.00021338818,-0.00076429767,-3.0733732e-05
CH,0.48666168228337126,0.045111295,3.9213469894821474e-27,0.00063886744,0.00012731795,0.0002979647,0.0020350288,7.047059e-05,2.006839e-05,8.996979e-06,1.8576442e-05,-0.00032725104,8.25271e-05,-0.0002868277,0.00030656904,-0.0005169965,-5.850292e-05,-0.0019361742,-0.00010620256,4.9201608e-05,-0.00013682224,0.00021768225,0.00015521629,-0.00010645036,-0.00011946253,5.611866e-05,9.44793e-05,1.6831818e-05,0.0015710552,-0.00036474766,0.0013262378,0.00012024835,0.00012948787,-0.00072763953,-0.001737867,-0.00031938986,0.0019304663,-0.001782956,-0.010124262,-0.0010512037,6.0008166e-05,-0.00039857806,-0.0022742737,-1.3065021e-05,-0.00015626181,0.0001421807,-1.5568403e-05,-2.7667327e-05,-5.2335185e-05,-1.6604146e-05,-1.5288324e-05,1.1353834e-05,-3.491365e-05,7.477299e-05,7.084224e-05,-3.2372667e-05,5.543351e-06,-2.4547659e-05,-0.00018091587,1.7350376e-05,-4.6098787e-05,4.3417517e-06,7.604938e-05,1.4659841e-05,1.2865571e-05,1.882637e-05,0.00030447938,1.6223137e-05,-4.353283e-06,7.0740425e-05,0.00088094,4.9439695e-06,-4.4080072e-05,0.00043511728,-8.590294e-05
BU,0.9995173211122272,0.081910685,3.013260123271158e-34,0.0033644724,0.0014369568,-8.4842104e-05,7.047059e-05,0.0067093605,0.00035816905,-1.0293814e-05,-7.25087e-05,-0.0019648273,0.0002188441,-0.0026677777,-0.0024584357,-0.0008270384,-4.1904408e-05,-0.006437612,-0.00034965723,-0.00033079062,-0.0015807983,-0.0012180132,-0.00040785296,0.0005479297,-0.0022920421,0.0007198991,0.0010941263,-8.8356e-05,-0.0006262367,0.00013500129,0.00060566573,-0.00036903116,-9.653469e-05,0.0002431513,0.00092441984,2.5400048e-05,1.7527895e-05,-6.1520223e-06,-0.000670824,2.4904028e-05,0.00015653133,0.0001543056,0.00068523455,-0.0029998713,-0.0038827187,-0.0052847685,-0.0006131904,-0.0054036207,-0.0032753618,-0.0017744901,-0.0041271127,-1.6949606e-06,-0.0006682335,-0.00039406802,-1.5664216e-05,-3.6930767e-05,-0.0007458958,8.74383e-05,-0.002078558,4.586194e-05,-0.0005700012,4.3917396e-05,4.022762e-05,0.00014368308,-0.00019312963,0.0009183845,0.0010397405,6.199885e-05,-0.00014192364,1.6652295e-05,-0.0006893938,-0.0019404924,0.00012427205,0.0021376833,0.00094857893
CS,0.5171325105621704,0.026295513,4.2020562950895435e-86,0.0003229255,0.00032697007,1.2193971e-05,2.006839e-05,0.00035816905,0.000691454,7.022202e-06,3.2541e-05,-0.0001717389,-8.303865e-05,-0.00026417262,-0.00022472494,-0.00019980664,-1.1501265e-05,-0.0004559611,-1.4379397e-08,-0.00014450778,-0.00030107208,-0.00029330194,-0.00022304532,-0.00031535176,0.00074898277,-5.5793753e-05,7.535727e-05,-2.47378e-05,-0.00025846876,6.210066e-06,-0.00013649299,-5.1708485e-05,-0.00042324184,2.7870616e-05,5.6048862e-05,-6.383276e-06,-7.401726e-05,-5.9486538e-05,-3.949098e-05,-3.741712e-05,-0.0002446988,-3.9184455e-05,8.891512e-05,-0.00014682017,-0.0004679972,-0.00027091382,-2.6021185e-05,-0.0002409612,-0.00025317146,-0.00020397444,-0.00021098647,-0.00023467634,-0.00035371186,-0.0010077303,-0.00035455072,-0.000277076,-0.0012500752,-3.1542597e-05,-0.00493622,-7.075493e-06,-0.00018452885,-7.691601e-06,-6.242669e-05,-4.0210933e-05,-0.00015057325,0.0004031932,-0.00013051732,5.539637e-06,-1.1109979e-05,-4.3309345e-05,6.548622e-05,-7.297828e-05,6.211958e-05,-0.00027820477,-9.164763e-05
CA,0.2712708033381079,0.019961072,4.5913287087504924e-42,2.7496957e-05,-2.9585612e-05,2.341706e-05,8.996979e-06,-1.0293814e-05,7.022202e-06,0.00039844442,1.8408082e-05,-1.0930548e-06,-1.8324414e-05,3.124385e-05,-0.000103345374,-4.6195306e-05,-1.4644015e-05,0.0015430865,-3.3426495e-05,2.4466015e-05,3.4213565e-05,5.755569e-05,1.7660954e-05,4.376764e-05,0.00011800532,-4.2755535e-05,-1.689252e-05,-7.034071e-06,4.2266623e-05,-2.0778198e-06,-0.00010122574,-3.4728357e-05,-4.1886513e-05,0.00010464257,5.4536642e-05,-1.3190027e-08,-2.0323996e-05,-6.9836074e-06,5.2439686e-05,-1.0111435e-05,-4.0856856e-05,5.0250605e-05,-4.071821e-05,1.9766327e-05,5.9770722e-05,1.972741e-05,-1.093441e-05,5.734823e-06,6.4629644e-06,3.4632544e-06,9.933031e-06,-9.0939e-07,1.6390557e-05,3.3068118e-05,-1.8376284e-05,-9.396781e-06,5.8425944e-06,4.928008e-06,-9.679102e-05,-0.00011212089,-0.00019439023,-0.0001657,-0.00025904182,-0.00027747024,-0.00030519947,-0.0016028417,-0.0025116005,1.352066e-06,-1.1230411e-05,-4.8595575e-06,-0.00016805038,-2.6916241e-05,-9.1037655e-05,0.003302471,-7.945945e-06
DP,0.32810479143692955,0.017777747,4.672787999550124e-76,-2.2806027e-05,1.9094536e-05,5.29819e-05,1.8576442e-05,-7.25087e-05,3.2541e-05,1.8408082e-05,0.0003160483,3.0351746e-05,-3.11653e-05,3.2433723e-05,-4.212844e-05,-7.684867e-05,-1.147548e-05,-0.00011421419,6.86907e-05,-1.3819451e-05,2.3139944e-05,-2.7862003e-05,-0.00010410068,-8.691169e-05,-0.0001652313,-0.00015840541,-3.2268537e-05,-9.004227e-06,-0.000100311234,-2.7051516e-05,-0.00047828248,-8.232144e-05,-0.00018639433,-8.5818174e-05,0.0012173117,-7.318557e-06,-0.00010547154,-4.4976186e-05,0.00015263904,-5.0057577e-05,-0.00013544013,-8.1410515e-05,0.00057662395,2.7712218e-05,7.2446834e-05,8.536664e-05,4.762664e-05,1.599329e-05,8.264658e-05,7.100127e-05,0.0003584152,-2.2614182e-05,-3.7674658e-05,-8.693045e-05,-0.0001154604,-7.071931e-05,5.284601e-06,-6.372987e-05,0.0013323228,-5.50756e-06,-0.00012441665,-3.2090735e-05,-9.812251e-05,-0.00010893127,-0.00016731238,0.00043264995,0.00097320904,-0.00010468619,-0.00010652395,-0.00042013003,-0.00068390893,-1.2359582e-05,-0.00092146,-0.0037438422,-0.00077712274
BT*BT,-0.5561718441456804,0.042610165,6.144523675472596e-39,-0.0027237677,-0.0006496152,-2.65005e-05,-0.00032725104,-0.0019648273,-0.0001717389,-1.0930548e-06,3.0351746e-05,0.0018156262,0.00027276587,0.0019435812,0.0012741531,0.0021984198,-5.576305e-05,-0.00032986497,-0.0003805011,0.00018542151,0.0006805335,0.00028289456,0.00014258253,6.4538006e-05,0.0010376318,-0.00021392589,-0.00038620955,9.329949e-05,-0.00082922605,5.0856786e-05,-4.710908e-06,-7.333359e-05,-0.00033676685,-4.2027194e-05,-4.8462993e-05,3.5841113e-05,-0.0008687814,0.00024472817,0.0027593137,-8.368085e-05,-0.0004513614,-0.00017269577,-3.3486365e-05,0.001124481,0.0012642989,0.0012942657,4.977605e-05,0.001510957,0.0008669865,0.0005865326,0.0012085759,5.268384e-05,0.0002837576,8.9109126e-05,7.2072726e-05,4.4347034e-05,0.0003155995,-3.5317336e-07,0.0012302985,9.7185e-06,0.00023956,-5.329014e-05,-4.0605366e-05,-5.0554576e-05,7.997571e-05,-0.00034218628,-9.844002e-05,-7.2847484e-05,1.3615045e-05,-0.00010556546,-0.00031999007,0.00045662868,-0.00015123296,-0.00093713135,-0.00012847572
BT*BV,-0.20761285874118754,0.12406012,0.09423167575943801,-0.0014647378,-0.00024992018,2.2864373e-05,8.25271e-05,0.0002188441,-8.303865e-05,-1.8324414e-05,-3.11653e-05,0.00027276587,0.015390913,0.00085526146,-0.0011398315,0.0018926547,0.00029649583,0.002139398,0.00028295963,0.0012949411,0.0003850086,2.8021586e-05,-0.0002618035,0.00027422942,-0.0005826844,-0.0005930105,-0.00059065415,-0.0001249136,0.0005882889,-0.00013656028,2.290477e-05,0.00024017227,0.0007133033,0.000118600736,2.0333797e-05,-6.2062274e-05,0.00082998414,-4.562547e-05,-0.0019085192,0.00020463859,0.0007182964,0.00046385213,0.00041795967,5.517866e-05,0.00057036156,-0.00010617233,0.00040853265,-0.00046025263,0.00038219226,0.0008057975,0.00012608121,-8.174246e-05,3.7994952e-05,0.00031204292,0.00024242223,0.00013661344,3.1159252e-05,0.00012240255,0.0014855419,-8.7494e-05,0.00030101734,6.030203e-05,9.986863e-05,0.00013906937,0.00028943337,-0.0009722431,0.00052313117,-7.420682e-05,3.7161237e-05,2.1111417e-05,0.0002246538,1.920268e-05,0.00025912217,0.0002556617,2.7868113e-05
