species,true,pred,stdv
BT,0.705446161,0.7428284287452698,0.22147569060325623
BV,0.101523539,0.1854526549577713,0.21750228106975555
CD,0.505029948,0.3957230746746063,0.27637219429016113
CH,0.124171297,0.0777721107006073,0.047495339065790176
BU,0.400372035,0.28970733284950256,0.18263249099254608
CA,0.01684758,0.02352803759276867,0.056294094771146774
DP,0.041609436,0.06569591909646988,0.032389186322689056
BT,0.744873311,0.70693039894104,0.22576117515563965
BV,0.027299418,0.1216859370470047,0.21908006072044373
CD,0.593813813,0.4702785015106201,0.27485382556915283
CH,0.104757753,0.08757537603378296,0.048282597213983536
BU,0.380907414,0.21479399502277374,0.1840357929468155
CA,0.02287947,0.059308525174856186,0.05842336639761925
DP,0.041802164,0.035398904234170914,0.03346569836139679
BT,0.797741266,0.8365142345428467,0.22667108476161957
CD,0.442580228,0.43107956647872925,0.2757996618747711
CH,0.107328258,0.048073600977659225,0.04625530540943146
BU,0.533043085,0.28479209542274475,0.1827690750360489
CS,0.023880765,0.0731661468744278,0.08565206080675125
CA,0.013958378,0.018904563039541245,0.05620340257883072
DP,0.062134693,0.050701119005680084,0.031807493418455124
BT,0.767546868,0.8468073606491089,0.22414912283420563
CD,0.456697659,0.46620240807533264,0.27327761054039
CH,0.080393679,0.044304683804512024,0.047849416732788086
BU,0.322703459,0.18358126282691956,0.18310043215751648
CS,0.046312235,0.0112536596134305,0.08456473052501678
CA,0.021189204,0.04446186497807503,0.05775415152311325
DP,0.075656897,0.0373229943215847,0.0347968228161335
BT,1.848360128,1.758786916732788,0.22016458213329315
CH,0.114973217,0.09607820957899094,0.05442141368985176
BT,1.238869079,1.7750065326690674,0.22090253233909607
CH,0.036630937,0.12791138887405396,0.06151406094431877
BT,1.941975593,1.7530491352081299,0.22270040214061737
DP,0.067857769,0.1356218010187149,0.051945436745882034
BT,1.870548571,1.7650814056396484,0.22892238199710846
DP,0.06045144,0.21885091066360474,0.08856898546218872
CD,0.312721486,0.4973450005054474,0.2727794051170349
CH,0.05311185,0.05309617146849632,0.04736983776092529
CD,0.300231445,0.5427780747413635,0.27174702286720276
CH,0.08860187,0.03945233300328255,0.050026483833789825
CD,0.467892916,0.5268098711967468,0.2718654274940491
CH,0.048773761,0.03610314428806305,0.04691173881292343
CD,0.457152446,0.5426654815673828,0.27168935537338257
CH,0.053514203,0.03455060347914696,0.050297245383262634
CH,0.218695908,0.04387820512056351,0.04489215463399887
CA,0.082304089,0.02285793237388134,0.041037850081920624
CH,0.148478455,0.06120890751481056,0.051622871309518814
CA,0.151354881,0.02718067727982998,0.04346250742673874
BU,0.882400116,0.11042816936969757,0.21502576768398285
CS,0.742933219,0.7941282987594604,0.15603433549404144
BU,0.688211432,1.0742144695541356e-05,0.1621406525373459
CS,0.677121873,1.0054168701171875,0.1911781132221222
CS,0.39072319,0.9484553337097168,0.15167880058288574
CA,0.007776807,0.03625400364398956,0.04244280233979225
CS,0.796445552,1.2182401418685913,0.28470712900161743
CA,0.271721073,0.06693708896636963,0.05497359856963158
BT,1.635837166,1.2179521322250366,0.20478807389736176
CD,0.008829532,0.5191903710365295,0.23988105356693268
BT,1.351466729,1.206465244293213,0.2063966542482376
CD,0.001533282,0.5234556794166565,0.23978818953037262
BT,1.500028662,1.7540383338928223,0.198885977268219
CD,0.356638048,0.08926615118980408,0.24113954603672028
BT,1.233519487,1.221403956413269,0.20724032819271088
CD,0.250480506,0.5208691358566284,0.24034887552261353
CD,0.433483404,0.39932718873023987,0.23869401216506958
DP,0.1855166,0.14584855735301971,0.035674769431352615
CD,0.398232218,0.30926039814949036,0.24391686916351318
DP,0.252101128,0.2720533609390259,0.037358321249485016
BT,1.104770133,0.9840899705886841,0.25819429755210876
BV,0.179777551,0.1474427431821823,0.24160179495811462
CH,0.212015752,0.16648395359516144,0.049599453806877136
BU,0.401490514,0.48979413509368896,0.19617122411727905
CS,0.021472142,0.3930835425853729,0.36798277497291565
CA,0.018853547,0.03552308306097984,0.05465634912252426
DP,0.046787036,0.025350069627165794,0.041073378175497055
BT,1.04351902,1.417301893234253,0.36797472834587097
BV,0.026561931,0.0077931382693350315,0.21169982850551605
CH,0.191174923,0.0939541682600975,0.0685693547129631
BU,0.303696177,0.27192172408103943,0.2400042861700058
CS,0.039351074,0.8090031743049622,0.1346403807401657
CA,0.028245874,0.2467239797115326,0.08207137137651443
DP,0.059284295,0.0004431497654877603,0.039690498262643814
BT,1.759245252,1.2095947265625,0.30047407746315
BV,0.229921442,0.5225602984428406,0.26921552419662476
BT,1.38862985,1.1162973642349243,0.5316026210784912
BV,0.378203472,0.6190073490142822,0.44456467032432556
BV,0.079691265,0.2624814808368683,0.2199142724275589
CD,0.584944448,0.33806195855140686,0.27824729681015015
CH,0.060735792,0.1437300443649292,0.052840907126665115
BU,0.586400653,0.5322884321212769,0.18982654809951782
CS,0.0384099,0.012079821899533272,0.058092404156923294
CA,0.027832369,0.021282842382788658,0.05302092432975769
DP,0.070485587,0.17935004830360413,0.07715369015932083
BV,0.035295356,0.056650664657354355,0.2610056400299072
CD,0.535175051,0.0007032151333987713,0.26664406061172485
CH,0.076885229,0.3895415961742401,0.3068508803844452
BU,0.373051035,1.1560163497924805,0.4385213553905487
CS,0.171465873,0.004830525256693363,0.06049548089504242
CA,0.069321222,0.010878617875277996,0.06431441754102707
DP,0.069972913,0.9463762044906616,0.38175415992736816
CH,0.057250103,0.2253522127866745,0.05129021778702736
DP,0.277416585,0.10158062726259232,0.07432304322719574
CH,0.046018517,0.26514381170272827,0.09006842970848083
DP,0.291398143,0.23848330974578857,0.18262748420238495
BV,1.001307491,1.1968190670013428,0.7106478214263916
CS,0.358525845,0.27704092860221863,1.4682693481445312
BV,1.018079541,1.2105820178985596,1.1800554990768433
CS,0.145087177,0.3533075749874115,2.118480920791626
CD,0.644674424,0.5761076807975769,0.2710011303424835
BU,0.311492292,0.3790387213230133,0.1805253028869629
CD,0.711599043,0.5764570832252502,0.2708287835121155
BU,0.310734293,0.3718094527721405,0.18209490180015564
CA,0.002926229,0.05740194022655487,0.06366825103759766
DP,0.131907108,0.4386293292045593,0.06708968430757523
CA,0.005125868,0.05271951109170914,0.1329779177904129
DP,0.150374126,0.7292903661727905,0.1254347711801529
CD,0.472127465,0.5408300161361694,0.2625294327735901
CA,0.028205875,0.009088442660868168,0.05291379615664482
CD,0.437151492,0.5536984205245972,0.2624477744102478
CA,0.019515162,0.020601801574230194,0.05466482788324356
CD,0.690232575,0.3605530261993408,0.2837407886981964
CS,0.061267412,0.24334284663200378,0.10424882173538208
CD,0.603053414,0.4467042088508606,0.3069390654563904
CS,0.106779921,0.16806451976299286,0.1791204959154129
CD,0.200414039,0.5294288396835327,0.2641379237174988
DP,0.171919295,0.19586089253425598,0.025519168004393578
CD,0.252746538,0.5387585163116455,0.2657928764820099
DP,0.269253463,0.25402823090553284,0.030458124354481697
CD,0.312450187,0.5193214416503906,0.2651599645614624
DP,0.220049818,0.22695384919643402,0.02589123137295246
CD,0.232345505,0.5381530523300171,0.2661309838294983
DP,0.288321165,0.2611725926399231,0.03084569051861763
BT,0.660482988,0.8891468644142151,0.18660400807857513
BV,0.047684671,0.10189418494701385,0.19961750507354736
CD,0.637122202,0.526759684085846,0.20305603742599487
BU,0.32357306,0.22626081109046936,0.15573741495609283
CS,0.081338199,0.03297983855009079,0.07310692220926285
CA,0.031466646,0.0023578708060085773,0.04167377948760986
DP,0.024665554,0.042732253670692444,0.04303491488099098
