species,true,pred,stdv
BT,0.8220598697662354,0.784961998462677,0.25442472100257874
CD,0.21601803600788116,0.2749366760253906,0.20907941460609436
CH,0.18788211047649384,0.040529992431402206,0.068574458360672
BU,0.29308438301086426,0.30890408158302307,0.11563297361135483
CS,0.0476713590323925,0.0986190214753151,0.08120662719011307
CA,0.01763169653713703,0.0005449563032016158,0.07364455610513687
DP,0.05898589640855789,0.04109737649559975,0.04487500712275505
CD,0.19698366522789001,0.4266660511493683,0.2113395631313324
CH,0.18334966897964478,0.09257423877716064,0.07348071038722992
CD,0.4223882555961609,0.4131298065185547,0.21408572793006897
CH,0.0959450900554657,0.025888953357934952,0.07682955265045166
BT,0.9160131216049194,0.8436362743377686,0.2255229502916336
BV,0.021785618737339973,0.09054046869277954,0.10614047199487686
CD,0.2689884603023529,0.25121748447418213,0.2227942943572998
CH,0.17765472829341888,0.11731775850057602,0.05789273604750633
BU,0.39555156230926514,0.2376401424407959,0.09754595160484314
CA,0.015594670549035072,0.0004980635130777955,0.09264711290597916
DP,0.05407845228910446,0.04756844416260719,0.04055972769856453
BT,1.238869071006775,1.2495217323303223,0.27012982964515686
CH,0.036630935966968536,0.4026348888874054,0.1451350897550583
BT,1.8705486059188843,1.29963219165802,0.22554905712604523
DP,0.060451440513134,0.08785885572433472,0.055955298244953156
CH,0.1484784483909607,0.3590346574783325,0.08406434953212738
CA,0.15135487914085388,0.007663173601031303,0.0826626718044281
CS,0.7964455485343933,0.701835036277771,0.1027858778834343
CA,0.2717210650444031,0.007066795136779547,0.08105938136577606
BT,1.1384849548339844,1.3714909553527832,0.2933987081050873
CD,0.2941816747188568,0.00313528161495924,0.14443552494049072
BU,0.6882114410400391,0.766281247138977,0.1736462563276291
CS,0.6771218776702881,0.44539982080459595,0.3020392060279846
BT,1.3523097038269043,1.3949185609817505,0.32579493522644043
CD,0.006190332118421793,0.13164494931697845,0.2231113314628601
CD,0.38681086897850037,0.3936288058757782,0.22443105280399323
DP,0.20135580003261566,0.05910053849220276,0.043744299560785294
BT,1.3886297941207886,1.113131046295166,0.3259611427783966
BV,0.37820348143577576,0.2782434821128845,0.1601080298423767
CH,0.04601851850748062,0.2884692847728729,0.07239753007888794
DP,0.29139813780784607,0.06205921247601509,0.03592105209827423
BV,1.0180795192718506,0.9794787168502808,0.16008499264717102
CS,0.14508718252182007,0.3843609094619751,0.2705674469470978
BT,1.0435190200805664,1.0966159105300903,0.2907278835773468
BV,0.026561930775642395,0.11416493356227875,0.0860341265797615
CH,0.1911749243736267,0.16984440386295319,0.08585882186889648
BU,0.3036961853504181,0.16695067286491394,0.1463857889175415
CS,0.039351072162389755,0.12306954711675644,0.08337115496397018
CA,0.028245873749256134,0.0020912515465170145,0.08985985070466995
DP,0.05928429588675499,0.03154461085796356,0.0661267563700676
BV,0.2860136926174164,0.12573520839214325,0.0953095480799675
CD,0.36146655678749084,0.3385846018791199,0.21947069466114044
CH,0.08233511447906494,0.11190799623727798,0.07505200803279877
BU,0.3477829098701477,0.3888128697872162,0.1744983047246933
CS,0.19755935668945312,0.07147727906703949,0.0777292251586914
