species,true,pred,stdv
BT,0.660482988,0.8419840335845947,0.2049252986907959
BV,0.047684671,0.0630536898970604,0.062371689826250076
CD,0.637122202,0.6744483709335327,0.1237168088555336
BU,0.32357306,0.2300163209438324,0.12939581274986267
CS,0.081338199,0.027688471600413322,0.0610029362142086
CA,0.031466646,0.011933304369449615,0.016749059781432152
DP,0.024665554,0.017192590981721878,0.0535941980779171
BT,0.512601042,0.9134577512741089,0.21466831862926483
BV,0.121056219,0.008673408068716526,0.06128803268074989
CD,0.767450672,0.6821802258491516,0.11930292099714279
BU,0.222210273,0.1160576120018959,0.13429291546344757
CS,0.116417441,0.0010058482876047492,0.060024335980415344
CA,0.107063495,0.0129155358299613,0.017577551305294037
DP,0.026867508,0.00022014198475517333,0.05247596278786659
BT,0.797741266,0.8324386477470398,0.19680610299110413
CD,0.442580228,0.4435594081878662,0.12598611414432526
CH,0.107328258,0.07716561108827591,0.05006003752350807
BU,0.533043085,0.3625926077365875,0.12962237000465393
CS,0.023880765,0.05728868395090103,0.062422920018434525
CA,0.013958378,0.010226406157016754,0.0167398639023304
DP,0.062134693,0.0629207119345665,0.058878008276224136
BT,0.767546868,0.8047569990158081,0.19343355298042297
CD,0.456697659,0.5106244683265686,0.12062601000070572
CH,0.080393679,0.08698230981826782,0.05095236375927925
BU,0.322703459,0.2628028690814972,0.13164710998535156
CS,0.046312235,0.007576120086014271,0.06070112809538841
CA,0.021189204,0.01427358016371727,0.01778782531619072
DP,0.075656897,0.03114820085465908,0.05699863284826279
BV,0.079691265,0.3449482023715973,0.1369936615228653
CD,0.584944448,0.14204896986484528,0.1650204360485077
CH,0.060735792,0.05248359590768814,0.05988534539937973
BU,0.586400653,0.3824186325073242,0.14844772219657898
CS,0.0384099,0.0016653912607580423,0.06003870069980621
CA,0.027832369,0.0008613142417743802,0.01660774275660515
DP,0.070485587,0.6900856494903564,0.07427843660116196
BV,0.035295356,0.6403931975364685,0.3135019838809967
CD,0.535175051,0.2597714960575104,0.3738567531108856
CH,0.076885229,0.16203062236309052,0.13758143782615662
BU,0.373051035,0.13245129585266113,0.15403272211551666
CS,0.171465873,8.847035104508905e-09,0.060000188648700714
CA,0.069321222,6.455262337112799e-06,0.016556693241000175
DP,0.069972913,0.5366176962852478,0.16018252074718475
CS,0.39072319,0.4832812547683716,0.14476822316646576
CA,0.007776807,0.02350585162639618,0.0286834929138422
CS,0.796445552,0.649528980255127,0.1543472558259964
CA,0.271721073,0.005484669469296932,0.03067854605615139
BT,0.67275859,0.655344545841217,0.18486927449703217
BV,0.109200306,0.07429244369268417,0.04494037851691246
CD,0.532152819,0.5832580327987671,0.12066389620304108
CH,0.110516024,0.0994640439748764,0.04867364838719368
BU,0.308445582,0.32687869668006897,0.1259365826845169
CS,0.066236447,0.053480230271816254,0.06993341445922852
CA,0.016856878,0.02253006584942341,0.03482251614332199
BT,0.617289003,0.48464858531951904,0.20133821666240692
BV,0.025576239,0.00786963663995266,0.04386720433831215
CD,0.623125181,0.5746015906333923,0.12224968522787094
CH,0.088544166,0.09021548926830292,0.05029047653079033
BU,0.215735466,0.34914278984069824,0.13258299231529236
CS,0.079536375,0.05594765767455101,0.07654739171266556
CA,0.042026864,0.07336167991161346,0.03785834088921547
BT,1.759245252,1.7530794143676758,0.2440851628780365
BV,0.229921442,0.497314453125,0.14033684134483337
BT,1.38862985,1.766887903213501,0.24962052702903748
BV,0.378203472,0.4986429214477539,0.21188132464885712
CH,0.319806616,0.1559051126241684,0.05202799662947655
CS,0.526860034,0.08591717481613159,0.07798311114311218
CH,0.239503103,0.17004697024822235,0.05041151121258736
CS,0.648996918,0.04742848500609398,0.08438396453857422
BT,0.891657427,0.6965168118476868,0.18484599888324738
BV,0.039020412,0.0790930762887001,0.045039188116788864
CD,0.412709493,0.5595974326133728,0.11976896971464157
CH,0.077172856,0.0933847650885582,0.048560742288827896
BU,0.474504639,0.32175591588020325,0.12592417001724243
CS,0.023622978,0.05150439962744713,0.0696781575679779
CA,0.03111814,0.017814751714468002,0.03470686450600624
DP,0.05419406,0.02367527037858963,0.06920479983091354
BT,0.784587843,0.5851809978485107,0.19050751626491547
BV,0.012727052,0.009773287922143936,0.04395635798573494
CD,0.398199419,0.5542528629302979,0.11925844103097916
CH,0.080902454,0.0842575952410698,0.0491534024477005
BU,0.28495894,0.31343981623649597,0.1290026754140854
CS,0.035605051,0.043460022658109665,0.07262440770864487
CA,0.053374149,0.05388851836323738,0.03657956421375275
DP,0.057978442,0.02194591984152794,0.070111483335495
BT,1.104770133,0.9539483785629272,0.2141496241092682
BV,0.179777551,0.08068128675222397,0.05485144630074501
CH,0.212015752,0.15061208605766296,0.05359791964292526
BU,0.401490514,0.5123105645179749,0.128495991230011
CS,0.021472142,0.20745918154716492,0.08517447859048843
CA,0.018853547,0.018597180023789406,0.03557562828063965
DP,0.046787036,0.04442204535007477,0.03898676484823227
BT,1.04351902,0.8240728378295898,0.352261483669281
BV,0.026561931,0.001309448154643178,0.05109934136271477
CH,0.191174923,0.22351181507110596,0.06165331229567528
BU,0.303696177,0.48635411262512207,0.17793940007686615
CS,0.039351074,0.533210813999176,0.13321048021316528
