Treatments,species,true,pred,stdv
BT-BU-CA-CS-DP,CA,0.002985826,0.0018201766069978476,0.03587888553738594
BT-BU-CA-CS-DP,BT,1.232272221,1.0546330213546753,0.22165565192699432
BT-BU-CA-CS-DP,BU,0.234309324,0.2845956087112427,0.18411000072956085
BT-BU-CA-CS-DP,CS,0.236466613,0.09266740828752518,0.1141573116183281
BT-BU-CA-CS-DP,DP,0.033632677,0.03290025517344475,0.11077320575714111
BT-BU-CA-CS-DP,CA,0.049493299,0.0018676008330658078,0.03592468425631523
BT-BU-CA-CS-DP,BT,1.308652061,1.6137453317642212,0.21082614362239838
BT-BU-CA-CS-DP,BU,0.128949249,0.10834942758083344,0.1832761913537979
BT-BU-CA-CS-DP,CS,0.278622409,0.029426084831357002,0.1148909255862236
BT-BU-CA-CS-DP,DP,0.042949619,0.073645681142807,0.11248520016670227
BT-BU-CH-DP,BT,1.228591776,1.5441298484802246,0.20613700151443481
BT-BU-CH-DP,BU,0.418825353,0.23335549235343933,0.1824609786272049
BT-BU-CH-DP,DP,0.039808325,0.060860972851514816,0.11139731854200363
BT-BU-CH-DP,CH,0.066941229,0.04484188184142113,0.09490861743688583
BT-BU-CH-DP,BT,1.051998415,1.8453011512756348,0.20727433264255524
BT-BU-CH-DP,BU,0.28385646,0.04721657559275627,0.17937307059764862
BT-BU-CH-DP,DP,0.03960419,0.09129774570465088,0.11366918683052063
BT-BU-CH-DP,CH,0.240207582,0.002008457900956273,0.0926475003361702
BT-BV-CH-BU-CS-CA-DP_0,CA,0.018853547,0.005015617236495018,0.03590671718120575
BT-BV-CH-BU-CS-CA-DP_0,BT,1.104770133,1.331473708152771,0.19134162366390228
BT-BV-CH-BU-CS-CA-DP_0,BU,0.401490514,0.21953250467777252,0.17951847612857819
BT-BV-CH-BU-CS-CA-DP_0,BV,0.179777551,0.13324417173862457,0.14354093372821808
BT-BV-CH-BU-CS-CA-DP_0,CS,0.021472142,0.04895487800240517,0.11222288757562637
BT-BV-CH-BU-CS-CA-DP_0,DP,0.046787036,0.03566008061170578,0.11082249134778976
BT-BV-CH-BU-CS-CA-DP_0,CH,0.212015752,0.040059562772512436,0.09399129450321198
BT-BV-CH-BU-CS-CA-DP_0,CA,0.028245874,0.00817952211946249,0.03641917183995247
BT-BV-CH-BU-CS-CA-DP_0,BT,1.04351902,1.6789380311965942,0.21269050240516663
BT-BV-CH-BU-CS-CA-DP_0,BU,0.303696177,0.08277247846126556,0.18160872161388397
BT-BV-CH-BU-CS-CA-DP_0,BV,0.026561931,0.011041352525353432,0.14037883281707764
BT-BV-CH-BU-CS-CA-DP_0,CS,0.039351074,0.015628602355718613,0.11266159266233444
BT-BV-CH-BU-CS-CA-DP_0,DP,0.059284295,0.0848621129989624,0.11313244700431824
BT-BV-CH-BU-CS-CA-DP_0,CH,0.191174923,0.004308453295379877,0.09284478425979614
BT-BV-CH-DP,BT,1.440273149,1.6724485158920288,0.1937880665063858
BT-BV-CH-DP,BV,0.169505055,0.09347850829362869,0.14373117685317993
BT-BV-CH-DP,DP,0.038982025,0.051457423716783524,0.11112841218709946
BT-BV-CH-DP,CH,0.05907313,0.024893710389733315,0.09377672523260117
BT-BV-CH-DP,BT,1.605372493,1.8447884321212769,0.19939646124839783
BT-BV-CH-DP,BV,0.012213557,0.005190230906009674,0.13988538086414337
BT-BV-CH-DP,DP,0.048396053,0.08642350882291794,0.113435760140419
BT-BV-CH-DP,CH,0.194684569,0.0012324507115408778,0.0926068052649498
BT-BV-MS001-CH-BU-CA-DP_0,CA,0.011245296,0.01004015002399683,0.035960592329502106
BT-BV-MS001-CH-BU-CA-DP_0,BT,0.703554638,1.1187788248062134,0.18679380416870117
BT-BV-MS001-CH-BU-CA-DP_0,BU,0.391390906,0.19864965975284576,0.1784469187259674
BT-BV-MS001-CH-BU-CA-DP_0,BV,0.071733231,0.08030904829502106,0.14121630787849426
BT-BV-MS001-CH-BU-CA-DP_0,CD,0.50624681,0.4534420967102051,0.08326971530914307
BT-BV-MS001-CH-BU-CA-DP_0,DP,0.033053445,0.029573921114206314,0.11075086891651154
BT-BV-MS001-CH-BU-CA-DP_0,CH,0.090608995,0.0199793241918087,0.09291168302297592
BT-BV-MS001-CH-BU-CA-DP_0,CA,0.019143394,0.057682204991579056,0.038476765155792236
BT-BV-MS001-CH-BU-CA-DP_0,BT,0.906411204,0.9956249594688416,0.196290984749794
BT-BV-MS001-CH-BU-CA-DP_0,BU,0.311760021,0.14621825516223907,0.18330562114715576
BT-BV-MS001-CH-BU-CA-DP_0,BV,0.01706892,0.005111631937325001,0.13977089524269104
BT-BV-MS001-CH-BU-CA-DP_0,CD,0.743146581,0.46711379289627075,0.08748271316289902
BT-BV-MS001-CH-BU-CA-DP_0,DP,0.035699514,0.07948445528745651,0.11252329498529434
BT-BV-MS001-CH-BU-CA-DP_0,CH,0.115603698,0.0009088488877750933,0.09257274121046066
BT-BV-MS001-CH-BU-CS-CA_0,CA,0.010605657,0.012141012586653233,0.035991016775369644
BT-BV-MS001-CH-BU-CS-CA_0,BT,0.677593379,0.8825512528419495,0.18924102187156677
BT-BV-MS001-CH-BU-CS-CA_0,BU,0.316027569,0.22849878668785095,0.17864598333835602
BT-BV-MS001-CH-BU-CS-CA_0,BV,0.095470657,0.09354306757450104,0.14160017669200897
BT-BV-MS001-CH-BU-CS-CA_0,CS,0.050727722,0.026499798521399498,0.11171934008598328
BT-BV-MS001-CH-BU-CS-CA_0,CD,0.595320826,0.5024562478065491,0.07809469103813171
BT-BV-MS001-CH-BU-CS-CA_0,CH,0.07542082,0.022851435467600822,0.09291165322065353
BT-BV-MS001-CH-BU-CS-CA_0,CA,0.026039669,0.07015148550271988,0.039526235312223434
BT-BV-MS001-CH-BU-CS-CA_0,BT,0.626334127,0.3334682583808899,0.2145722210407257
BT-BV-MS001-CH-BU-CS-CA_0,BU,0.203109957,0.3368934988975525,0.18563954532146454
BT-BV-MS001-CH-BU-CS-CA_0,BV,0.021890674,0.03052935004234314,0.14213411509990692
BT-BV-MS001-CH-BU-CS-CA_0,CS,0.06841331,0.21557830274105072,0.13911259174346924
BT-BV-MS001-CH-BU-CS-CA_0,CD,0.617406845,0.6878224611282349,0.15114650130271912
BT-BV-MS001-CH-BU-CS-CA_0,CH,0.049638765,0.005809104070067406,0.09280643612146378
BT-BV-MS001-CH-BU-CS-DP_0,BT,0.683111669,1.1756291389465332,0.18883374333381653
BT-BV-MS001-CH-BU-CS-DP_0,BU,0.375158092,0.16737693548202515,0.17782337963581085
BT-BV-MS001-CH-BU-CS-DP_0,BV,0.086270688,0.06469473987817764,0.14085352420806885
BT-BV-MS001-CH-BU-CS-DP_0,CS,0.02644671,0.01294039748609066,0.11154290288686752
BT-BV-MS001-CH-BU-CS-DP_0,CD,0.543376968,0.5212603807449341,0.08030235022306442
BT-BV-MS001-CH-BU-CS-DP_0,DP,0.026503928,0.027088578790426254,0.11073806881904602
BT-BV-MS001-CH-BU-CS-DP_0,CH,0.108798586,0.016298506408929825,0.09282654523849487
BT-BV-MS001-CH-BU-CS-DP_0,BT,0.656287565,1.4291512966156006,0.202808678150177
BT-BV-MS001-CH-BU-CS-DP_0,BU,0.298780492,0.05829233303666115,0.17915934324264526
BT-BV-MS001-CH-BU-CS-DP_0,BV,0.011481231,0.0007100071525201201,0.13967099785804749
BT-BV-MS001-CH-BU-CS-DP_0,CS,0.086965211,0.00019799974688794464,0.11143729835748672
BT-BV-MS001-CH-BU-CS-DP_0,CD,0.581471762,0.5635583996772766,0.0884934663772583
BT-BV-MS001-CH-BU-CS-DP_0,DP,0.020808276,0.0521739237010479,0.11179383844137192
BT-BV-MS001-CH-BU-CS-DP_0,CH,0.081872147,0.00015492698003072292,0.09256090968847275
BT-CA_0,CA,0.048043501,0.006763359531760216,0.036023035645484924
BT-CA_0,BT,1.715623174,1.0800617933273315,0.18989381194114685
BT-CA_0,CA,0.046512166,0.012862332165241241,0.037326812744140625
BT-CA_0,BT,1.44498783,1.083186149597168,0.20646162331104279
BT-MS001-CH-BU-CS-CA-DP_0,CA,0.011090124,0.003903418080881238,0.0358911007642746
